order_item_id,order_id,product_id,quantity,unit_price,discount_rate,final_price,total_price,product_category,product_brand,repair_method
6650,ORDER_103745,PROD_00599,1,757.34,0.0,757.34,757.34,Books,White Group,
6651,ORDER_118141,PROD_00264,3,926.56,0.0,926.56,2779.68,Books,Wilson Inc,from_selling_price
6652,ORDER_110121,PROD_00316,2,434.36,0.0,434.36,868.72,Fashion,"Greene, Reese and Hernandez",
6653,ORDER_105891,PROD_00641,2,662.8,0.0,662.8,1325.6,Electronics,Bowman-Gillespie,
6654,ORDER_103600,PROD_00302,0,256.0,0.0,256.0,0.0,Sports,"Hunt, Brown and Barnes",from_selling_price
6655,ORDER_103673,PROD_00709,1,1060.51,0.0,1060.51,1060.51,Fashion,Medina LLC,
6656,ORDER_114972,PROD_00871,1,380.29,0.0,380.29,380.29,Fashion,"Browning, Drake and Kelley",
6657,ORDER_104606,PROD_00321,1,482.43,0.0,482.43,482.43,Home & Kitchen,Adkins-Wade,
6658,ORDER_111034,PROD_00051,1,1002.48,0.0,1002.48,1002.48,Beauty,Rubio Group,
6659,ORDER_104389,PROD_00760,1,395.31,0.05,375.54449999999997,375.54449999999997,Sports,Cowan-Cummings,
6660,ORDER_104163,PROD_00492,1,176.97,0.0,176.97,176.97,Sports,"Lawrence, Wade and Johnson",
6661,ORDER_107896,PROD_00022,3,411.52,0.27,300.40959999999995,901.2287999999999,Fashion,Winters-Salinas,
6662,ORDER_109734,PROD_00543,4,53.13,0.21,41.9727,167.8908,Electronics,Paul-Ramirez,
6663,ORDER_104709,PROD_00074,1,1004.65,0.0,1004.65,1004.65,Sports,"Stokes, Foster and Mitchell",
6664,ORDER_108670,PROD_00646,4,381.42,0.0,381.42,1525.68,Books,Jones Ltd,
6665,ORDER_119180,PROD_00914,1,875.36,0.0,875.36,875.36,Home & Kitchen,Kennedy-Hayes,
6666,ORDER_109226,PROD_00384,1,12393.1,0.0,12393.1,12393.1,Beauty,"Lambert, Williams and Mendoza",
6667,ORDER_110619,PROD_00989,3,160.5,0.0,160.5,481.5,Beauty,"Diaz, Jenkins and Gentry",
6668,ORDER_101759,PROD_00904,1,25.42,0.0,25.42,25.42,Fashion,Brown LLC,
6669,ORDER_INVALID,PROD_00457,2,422.07,0.21,333.4353,666.8706,Sports,Daniel-Horn,
6670,ORDER_117442,PROD_00671,1,390.52,0.0,390.52,390.52,Home & Kitchen,Gonzales-Anthony,
6671,ORDER_107805,PROD_00303,1,446.83,0.0,446.83,446.83,Beauty,"Lewis, Steele and Mccoy",
6672,ORDER_103356,PROD_00226,1,586.84,0.0,586.84,586.84,Fashion,Brown LLC,
6673,ORDER_117229,PROD_00691,1,206.62,0.0,206.62,206.62,Sports,greene ltd,
6674,ORDER_119351,PROD_00176,1,59.92,0.0,59.92,59.92,Sports,"Castaneda, Campbell and Arnold",
6675,ORDER_104556,PROD_00790,4,578.45,0.0,578.45,2313.8,Home & Kitchen,Mitchell-Erickson,
6676,ORDER_105235,PROD_00579,2,715.74,0.0,715.74,1431.48,Books,Pham LLC,
6677,ORDER_118446,PROD_00876,1,682.2,0.0,682.2,682.2,Beauty,Gonzales-Morris,
6678,ORDER_109189,PROD_00171,1,407.97,0.0,407.97,407.97,Home & Kitchen,"Barber, Wilson and Gay",
6679,ORDER_110089,PROD_00430,1,366.74,0.0,366.74,366.74,Home & Kitchen,Lee-Santos,
6680,ORDER_114299,PROD_00186,1,944.07,0.0,944.07,944.07,Home & Kitchen,"Green, Cooper and Hawkins",
6681,ORDER_108290,PROD_00256,4,897.71,0.0,897.71,3590.84,Electronics,Fletcher-Swanson,
6682,ORDER_110996,PROD_00105,1,90.82,0.0,90.82,90.82,Beauty,Morton-Gonzalez,
6683,ORDER_110834,PROD_00658,3,682.42,0.0,682.42,2047.2599999999998,Beauty,Turner and Sons,
6684,ORDER_118935,PROD_00418,1,655.98,0.0,655.98,655.98,Electronics,Hill PLC,
6685,ORDER_112992,PROD_00185,3,393.25,0.05,373.5875,1120.7624999999998,Home & Kitchen,"Love, Williams and Avila",
6686,ORDER_106276,PROD_00606,5,563.72,0.0,563.72,2818.6000000000004,Home & Kitchen,Wise-Jordan,
6687,ORDER_106261,PROD_00886,4,296.93,0.0,296.93,1187.72,Beauty,Morton-Gonzalez,
6688,ORDER_100897,PROD_00872,1,621.13,0.0,621.13,621.13,Sports,"Wilson, Ortiz and Morton",
6689,ORDER_115576,PROD_00958,1,765.72,0.0,765.72,765.72,Home & Kitchen,Cook Inc,
6690,ORDER_115505,PROD_00346,2,229.01,0.0,229.01,458.02,Sports,Sanchez and Sons,
6691,ORDER_110648,PROD_00908,1,211.92,0.0,211.92,211.92,Electronics,"Allen, Young and Skinner",
6692,ORDER_103144,PROD_00392,0,649.75,0.0,649.75,0.0,Electronics,"Sanders, Davis and Lawrence",from_selling_price
6693,ORDER_105600,PROD_00043,0,1387.07,0.0,1387.07,0.0,Electronics,"Lewis, Jones and Figueroa",from_selling_price
6694,ORDER_115427,PROD_00615,2,1126.15,0.0,1126.15,2252.3,Home & Kitchen,Carey LLC,
6695,ORDER_116202,PROD_00410,1,185.17,0.0,185.17,185.17,Beauty,Stephenson Inc,
6696,ORDER_112918,PROD_00061,1,945.72,0.0,945.72,945.72,Books,"Estrada, Lam and Khan",
6697,ORDER_109579,PROD_00578,2,1156.17,0.0,1156.17,2312.34,Beauty,Stephens-Pittman,
6698,ORDER_112806,PROD_00447,1,40.52,0.14,34.8472,34.8472,Electronics,"Thompson, Davis and Mendoza",
6699,ORDER_100852,PROD_00459,1,673.12,0.0,673.12,673.12,Fashion,"Hudson, Howard and Hernandez",
6700,ORDER_104955,PROD_00140,0,430.47,0.0,430.47,0.0,Fashion,"Livingston, Ramirez and Jones",from_selling_price
6701,ORDER_104063,PROD_00320,3,624.71,0.0,624.71,1874.13,Home & Kitchen,Werner-Cooke,
6702,ORDER_117405,PROD_00393,1,307.75,0.06,289.28499999999997,289.28499999999997,Home & Kitchen,Newton-Reilly,
6703,ORDER_111524,PROD_00814,1,6235.900000000001,0.0,6235.900000000001,6235.900000000001,Electronics,Richards Ltd,
6704,ORDER_115134,PROD_00542,1,357.42,0.0,357.42,357.42,Beauty,Mclean-Knight,
6705,ORDER_102726,PROD_00566,3,529.45,0.07,492.3885,1477.1655,Sports,"Gray, Reid and Moreno",
6706,ORDER_111963,PROD_00045,2,276.52,0.0,276.52,553.04,Beauty,Mccoy Inc,
6707,ORDER_107220,PROD_00505,2,951.91,0.0,951.91,1903.82,Fashion,"Farrell, Williams and Rodriguez",
6708,ORDER_107605,PROD_00929,1,15.01,0.21,11.8579,11.8579,Books,Johns Ltd,
6709,ORDER_100497,PROD_00561,1,298.08,0.0,298.08,298.08,Books,Perry-Bennett,
6710,ORDER_118998,PROD_INVALID,1,627.93,0.0,627.93,627.93,Home & Kitchen,Kane and Sons,
6711,ORDER_115971,PROD_00332,1,855.91,0.0,855.91,855.91,Beauty,"Phillips, Wilson and Jackson",
6712,ORDER_114517,PROD_00402,3,376.26,0.0,376.26,1128.78,Home & Kitchen,"Acevedo, Perez and Medina",
6713,ORDER_112659,PROD_00002,2,880.54,0.17,730.8481999999999,1461.6963999999998,Books,Bennett Ltd,
6714,ORDER_102571,PROD_00838,1,457.08,0.0,457.08,457.08,Sports,Graham Group,
6715,ORDER_116348,PROD_00813,1,128.12,0.0,128.12,128.12,Home & Kitchen,Oconnor-Wilkerson,
6716,ORDER_102708,PROD_00038,1,238.52,0.0,238.52,238.52,Beauty,Martinez-Waters,
6717,ORDER_114561,PROD_00533,1,484.42,0.09,440.8222,440.8222,Books,"Adams, Henry and Velazquez",
6718,ORDER_101109,PROD_00078,1,163.29,0.0,163.29,163.29,Sports,Gonzalez-Snyder,
6719,ORDER_110525,PROD_00179,1,1096.83,0.0,1096.83,1096.83,Fashion,Brown LLC,
6720,ORDER_106045,PROD_00252,2,19.11,0.0,19.11,38.22,Home & Kitchen,"Lopez, Calhoun and Costa",
6721,ORDER_119420,PROD_00484,1,254.81,0.0,254.81,254.81,Books,Martin Group,
6722,ORDER_119960,PROD_00019,3,1101.83,0.0,1101.83,3305.49,Books,Lee-Clark,
6723,ORDER_117801,PROD_00890,1,400.92,0.19,324.7452,324.7452,Sports,Berg-Hardy,
6724,ORDER_115417,PROD_00724,0,838.59,0.0,838.59,0.0,Fashion,"Hopkins, Adams and Lee",from_selling_price
6725,ORDER_110108,PROD_00841,1,508.12,0.0,508.12,508.12,Books,"Holt, Ward and Bond",
6726,ORDER_117713,PROD_00809,1,4613.2,0.0,4613.2,4613.2,Sports,"Vaughan, Grimes and Aguilar",
6727,ORDER_103597,PROD_00000,2,382.38,0.0,382.38,764.76,Beauty,Williams-Rios,
6728,ORDER_115102,PROD_00472,2,536.93,0.0,536.93,1073.86,Beauty,Lewis-Smith,from_selling_price
6729,ORDER_102510,PROD_00421,2,1392.15,0.0,1392.15,2784.3,Home & Kitchen,Fisher-Pittman,
6730,ORDER_117437,PROD_00351,3,490.03,0.0,490.03,1470.09,Electronics,Jones-Fernandez,
6731,ORDER_101698,PROD_00560,0,227.65,0.0,227.65,0.0,Books,Wilson Inc,from_selling_price
6732,ORDER_108450,PROD_00562,1,581.84,1.0,0.0,0.0,Electronics,Roberts Group,from_selling_price
6733,ORDER_114360,PROD_00414,2,471.13,0.0,471.13,942.26,Electronics,Williams Inc,
6734,ORDER_102752,PROD_00096,1,463.83,0.0,463.83,463.83,Fashion,"Barker, Neal and Davis",
6735,ORDER_109009,PROD_00094,4,199.91,0.05,189.91449999999998,759.6579999999999,Beauty,Sherman Inc,from_selling_price
6736,ORDER_115278,PROD_00373,1,176.36,0.16,148.1424,148.1424,Fashion,"Reynolds, Sanders and Le",
6737,ORDER_100068,PROD_00820,4,317.77,0.0,317.77,1271.08,Fashion,Thomas-Jackson,
6738,ORDER_110890,PROD_00762,4,1214.03,0.0,1214.03,4856.12,Electronics,"Bishop, Hebert and Ramos",
6739,ORDER_113363,PROD_00851,3,300.99,0.0,300.99,902.97,Home & Kitchen,Adams Inc,
6740,ORDER_104641,PROD_00110,1,347.88,0.0,347.88,347.88,Electronics,Lowe-Turner,
6741,ORDER_109039,PROD_00888,3,23.82,0.07,22.1526,66.45779999999999,Fashion,Brown LLC,
6742,ORDER_115690,PROD_00536,1,635.89,0.0,635.89,635.89,Fashion,Jefferson Group,
6743,ORDER_116420,PROD_00416,1,668.6,0.0,668.6,668.6,Books,Reilly-Lee,
6744,ORDER_116994,PROD_00929,1,15.01,0.0,15.01,15.01,Books,Johns Ltd,
6745,ORDER_107691,PROD_00167,4,564.56,0.0,564.56,2258.24,Beauty,Peters LLC,
6746,ORDER_118117,PROD_00711,2,906.1,0.0,906.1,1812.2,Beauty,Barton-Graves,
6747,ORDER_117886,PROD_00074,1,1004.65,0.0,1004.65,1004.65,Sports,"Stokes, Foster and Mitchell",
6748,ORDER_103022,PROD_00852,1,34.18,0.0,34.18,34.18,Electronics,Martin-Schmitt,
6749,ORDER_112344,PROD_00151,1,566.42,0.0,566.42,566.42,Books,"Richardson, Howard and Green",
6750,ORDER_118875,PROD_00632,1,841.2,0.26,622.488,622.488,Books,Cherry Group,
6751,ORDER_102673,PROD_00934,1,390.51,0.0,390.51,390.51,Beauty,Hall-Davila,
6752,ORDER_119163,PROD_00963,4,222.7,1.0,0.0,0.0,Fashion,"Edwards, Watts and Perez",from_selling_price
6753,ORDER_114935,PROD_00696,3,167.46,0.0,167.46,502.38,Electronics,"Lee, Lewis and Matthews",
6754,ORDER_103224,PROD_00150,1,713.43,0.0,713.43,713.43,Sports,"Lynch, Norman and Thomas",
6755,ORDER_101406,PROD_00853,3,313.91,0.0,313.91,941.73,Fashion,"Lawson, Hicks and Welch",
6756,ORDER_112810,PROD_00566,1,529.45,0.0,529.45,529.45,Sports,"Gray, Reid and Moreno",
6757,ORDER_101341,PROD_00307,1,627.6,0.0,627.6,627.6,Fashion,Brown LLC,
6758,ORDER_117919,PROD_00907,1,153.54,0.0,153.54,153.54,SPORTS,Moran PLC,
6759,ORDER_103937,PROD_00348,1,647.67,0.0,647.67,647.67,Fashion,"Williams, Evans and Sanchez",
6760,ORDER_117034,PROD_00718,2,808.94,0.0,808.94,1617.88,Home & Kitchen,"Hines, West and Davis",
6761,ORDER_107755,PROD_00743,2,851.76,0.0,851.76,1703.52,Fashion,Merritt PLC,
6762,ORDER_101618,PROD_00875,1,356.2,0.22,277.836,277.836,Electronics,Bradley-Morgan,
6763,ORDER_102606,PROD_00340,3,92.44,0.0,92.44,277.32,BOOKS,"Peters, Reyes and Adams",
6764,ORDER_118443,PROD_00216,1,603.94,0.0,603.94,603.94,Beauty,Smith-Buck,
6765,ORDER_111860,PROD_00920,1,717.49,0.0,717.49,717.49,Beauty,Armstrong-Williams,
6766,ORDER_102451,PROD_00965,3,368.98,0.0,368.98,1106.94,Home & Kitchen,"Garcia, Jackson and Hernandez",
6767,ORDER_112541,PROD_00953,1,796.29,0.0,796.29,796.29,Beauty,Morton-Gonzalez,
6768,ORDER_113483,PROD_00478,2,238.01,0.08,218.9692,437.9384,Beauty,"Hood, Lucas and Gonzalez",
6769,ORDER_117858,PROD_00427,1,617.94,0.0,617.94,617.94,Beauty,drake-gonzalez,
6770,ORDER_108916,PROD_00306,1,1027.47,0.0,1027.47,1027.47,Sports,Copeland-Williams,
6771,ORDER_107835,PROD_00814,3,6235.900000000001,0.0,6235.900000000001,18707.7,Electronics,Richards Ltd,from_selling_price
6772,ORDER_100211,PROD_00778,2,477.17,0.0,477.17,954.34,Electronics,Riley-Gonzalez,
6773,ORDER_108143,PROD_00655,1,468.05,0.0,468.05,468.05,Beauty,"Anthony, Curtis and Howard",
6774,ORDER_118175,PROD_00544,3,460.5,0.0,460.5,1381.5,Fashion,"Flowers, Sanchez and Hayes",
6775,ORDER_105037,PROD_00905,1,1137.05,0.0,1137.05,1137.05,Sports,"Lewis, Anderson and Harris",
6776,ORDER_110976,PROD_00431,0,911.5,0.12,802.12,0.0,Beauty,Dickerson PLC,from_selling_price
6777,ORDER_116035,PROD_00407,1,536.09,0.0,536.09,536.09,SPORTS,Bradford Group,
6778,ORDER_106493,PROD_00571,2,1029.82,0.0,1029.82,2059.64,Sports,Ochoa-Baker,
6779,ORDER_112511,PROD_00695,2,356.93,0.0,356.93,713.86,Books,"Sullivan, Salinas and Evans",
6780,ORDER_103567,PROD_00360,1,1217.8,0.0,1217.8,1217.8,SPORTS,Martinez-Parker,
6781,ORDER_103714,PROD_00134,3,1224.09,0.18,1003.7538,3011.2614,Fashion,Nguyen-Fisher,
6782,ORDER_114231,PROD_00009,1,833.36,0.0,833.36,833.36,Books,Wiggins LLC,
6783,ORDER_103040,PROD_00992,1,170.01,0.0,170.01,170.01,Electronics,Collins Ltd,
6784,ORDER_118388,PROD_00872,2,621.13,0.0,621.13,1242.26,Sports,"Wilson, Ortiz and Morton",
6785,ORDER_103987,PROD_00086,4,348.6,0.15,296.31,1185.24,Sports,"Allen, Quinn and Hall",
6786,ORDER_106714,PROD_00880,1,218.7,0.0,218.7,218.7,Home & Kitchen,"Chambers, Robinson and Koch",
6787,ORDER_119209,PROD_00518,1,852.38,0.0,852.38,852.38,Home & Kitchen,King Group,
6788,ORDER_119432,PROD_00382,1,563.83,0.0,563.83,563.83,Home & Kitchen,Gonzales-Anthony,
6789,ORDER_105751,PROD_00175,3,56.79,0.06,53.3826,160.1478,Beauty,Smith LLC,
6790,ORDER_116200,PROD_INVALID,2,947.61,0.0,947.61,1895.22,Sports,"Olson, Armstrong and Mclean",
6791,ORDER_102166,PROD_00237,2,900.39,0.0,900.39,1800.78,Fashion,"Robinson, Sims and Chase",
6792,ORDER_103529,PROD_00791,1,1029.91,0.0,1029.91,1029.91,Sports,"Diaz, Sanders and Williams",
6793,ORDER_102325,PROD_00234,1,16.61,0.0,16.61,16.61,Electronics,Adkins-Brown,
6794,ORDER_104762,PROD_00535,3,849.13,0.25,636.8475,1910.5425,Beauty,Morton-Gonzalez,
6795,ORDER_108607,PROD_00225,1,406.79,0.26,301.0246,301.0246,Home & Kitchen,Gonzales-Anthony,
6796,ORDER_104377,PROD_00850,1,412.23,0.14,354.5178,354.5178,Beauty,Wood LLC,
6797,ORDER_115506,PROD_00219,2,513.81,0.12,452.15279999999996,904.3055999999999,Beauty,Jones Group,
6798,ORDER_110342,PROD_00867,1,1030.84,0.0,1030.84,1030.84,Fashion,Allen and Sons,
6799,ORDER_102765,PROD_00150,1,713.43,0.0,713.43,713.43,Sports,"Lynch, Norman and Thomas",
6800,ORDER_INVALID,PROD_00539,1,69.5,0.0,69.5,69.5,Books,Ward Group,
6801,ORDER_102593,PROD_00969,3,495.36,0.0,495.36,1486.08,Sports,Stewart-Barnett,
6802,ORDER_115140,PROD_00768,3,270.23,0.0,270.23,810.69,Home & Kitchen,Williams-Thomas,
6803,ORDER_107134,PROD_00875,1,356.2,0.0,356.2,356.2,Electronics,Bradley-Morgan,
6804,ORDER_100508,PROD_00671,2,390.52,0.0,390.52,781.04,Home & Kitchen,Gonzales-Anthony,
6805,ORDER_100072,PROD_00606,1,563.72,0.0,563.72,563.72,Home & Kitchen,Wise-Jordan,
6806,ORDER_111777,PROD_00040,3,558.97,0.0,558.97,1676.91,Home & Kitchen,"Carpenter, Adams and Lowe",
6807,ORDER_110286,PROD_00404,2,688.09,0.0,688.09,1376.18,Books,Thompson and Sons,
6808,ORDER_118872,PROD_00547,4,607.17,0.0,607.17,2428.68,Sports,Hudson Group,
6809,ORDER_119246,PROD_00467,2,1019.38,0.0,1019.38,2038.76,Home & Kitchen,Harris-Alvarez,
6810,ORDER_102971,PROD_00457,3,422.07,0.0,422.07,1266.21,Sports,Daniel-Horn,
6811,ORDER_117374,PROD_00589,3,190.17,0.0,190.17,570.51,Fashion,Thomas-Wolfe,
6812,ORDER_106939,PROD_00703,3,210.22,0.0,210.22,630.66,Beauty,"Taylor, Turner and Henry",
6813,ORDER_118884,PROD_00144,1,451.43,0.23,347.60110000000003,347.60110000000003,Sports,Newman Group,
6814,ORDER_101851,PROD_00417,3,481.25,0.0,481.25,1443.75,Sports,Brown-Mcdowell,
6815,ORDER_112398,PROD_00822,1,89.15,0.0,89.15,89.15,Electronics,Le-Adams,
6816,ORDER_100587,PROD_00627,1,156.62,0.0,156.62,156.62,Books,Sawyer and Sons,
6817,ORDER_107144,PROD_00715,1,455.88,0.0,455.88,455.88,Fashion,"Bennett, Miller and Hall",
6818,ORDER_106277,PROD_00914,2,875.36,0.0,875.36,1750.72,Home & Kitchen,Kennedy-Hayes,
6819,ORDER_107048,PROD_00007,1,80.96,0.0,80.96,80.96,Electronics,Dunn-Nixon,
6820,ORDER_115519,PROD_00133,1,178.29,0.0,178.29,178.29,Sports,Smith and Sons,
6821,ORDER_108836,PROD_00188,1,452.87,0.0,452.87,452.87,Home & Kitchen,Mills-Mueller,
6822,ORDER_108657,PROD_00398,1,501.32,0.0,501.32,501.32,Electronics,Acevedo-Garcia,
6823,ORDER_113704,PROD_00176,2,59.92,0.0,59.92,119.84,Sports,"Castaneda, Campbell and Arnold",
6824,ORDER_118851,PROD_00600,1,73.12,0.0,73.12,73.12,HOME & KITCHEN,Walsh-Hughes,
6825,ORDER_109672,PROD_00171,4,407.97,0.0,407.97,1631.88,Home & Kitchen,"Barber, Wilson and Gay",
6826,ORDER_111844,PROD_00869,2,97.11,0.0,97.11,194.22,Beauty,Johnson-Parks,
6827,ORDER_101337,PROD_00182,3,34.85,0.0,34.85,104.55000000000001,Home & Kitchen,Hughes PLC,
6828,ORDER_101034,PROD_00743,1,851.76,0.0,851.76,851.76,Fashion,Merritt PLC,
6829,ORDER_111610,PROD_00092,2,1371.8,0.0,1371.8,2743.6,Beauty,"Butler, Carlson and Roach",
6830,ORDER_106367,PROD_00145,2,126.22,0.0,126.22,252.44,Fashion,Jordan Inc,
6831,ORDER_109772,PROD_00805,1,942.13,0.0,942.13,942.13,Books,Bush Group,
6832,ORDER_114645,PROD_00121,1,30.72,0.0,30.72,30.72,Electronics,"Arnold, Morales and Martinez",from_selling_price
6833,ORDER_103634,PROD_00681,1,612.81,0.27,447.3512999999999,447.3512999999999,Sports,Smith and Sons,
6834,ORDER_114453,PROD_00606,1,563.72,0.11,501.7108,501.7108,Home & Kitchen,Wise-Jordan,
6835,ORDER_111175,PROD_00967,1,88.44,0.0,88.44,88.44,Fashion,Williams-Bishop,
6836,ORDER_117869,PROD_00420,1,107.75,0.0,107.75,107.75,FASHION,Jordan and Sons,
6837,ORDER_115177,PROD_00100,1,0.0,0.0,0.0,0.0,Books,"Henry, Diaz and Thompson",
6838,ORDER_115013,PROD_00826,3,75.67,0.0,75.67,227.01,Home & Kitchen,Strickland-Cooper,
6839,ORDER_104114,PROD_00856,1,0.0,0.0,0.0,0.0,Beauty,Morton-Gonzalez,
6840,ORDER_104494,PROD_00089,1,350.27,0.0,350.27,350.27,Home & Kitchen,"Trujillo, Hill and Sanchez",
6841,ORDER_104188,PROD_00974,3,201.25,0.0,201.25,603.75,Beauty,Simon Group,
6842,ORDER_116191,PROD_00697,2,516.01,0.0,516.01,1032.02,Fashion,Thornton Inc,
6843,ORDER_100679,PROD_00593,1,1257.18,0.24,955.4568,955.4568,Electronics,"Johnson, Romero and Brady",
6844,ORDER_103036,PROD_00980,1,125.41,0.0,125.41,125.41,Fashion,Cameron Ltd,
6845,ORDER_110180,PROD_00275,2,172.51,0.0,172.51,345.02,Electronics,"Nelson, Smith and Alvarez",
6846,ORDER_116507,PROD_00533,2,484.42,0.0,484.42,968.84,Books,"Adams, Henry and Velazquez",
6847,ORDER_109879,PROD_00753,1,569.87,0.0,569.87,569.87,Electronics,Williams PLC,
6848,ORDER_102146,PROD_00260,1,647.38,0.11,576.1682,576.1682,Sports,Bryant Inc,
6849,ORDER_101179,PROD_00990,2,520.62,0.0,520.62,1041.24,Books,Simmons-Wolf,
6850,ORDER_118751,PROD_00683,1,577.27,0.0,577.27,577.27,Home & Kitchen,Vega Ltd,
6851,ORDER_104274,PROD_00198,1,539.41,0.0,539.41,539.41,Fashion,Brown and Sons,
6852,ORDER_112474,PROD_00385,1,585.8,0.0,585.8,585.8,SPORTS,Medina PLC,
6853,ORDER_118426,PROD_00111,2,566.93,0.0,566.93,1133.86,Beauty,Lee-Peters,
6854,ORDER_111140,PROD_00398,2,501.32,0.0,501.32,1002.64,Electronics,Acevedo-Garcia,
6855,ORDER_107686,PROD_00187,1,791.2,0.27,577.576,577.576,Beauty,Moreno-Washington,
6856,ORDER_112188,PROD_00157,2,131.49,0.0,131.49,262.98,Books,Andrade-Reyes,
6857,ORDER_108989,PROD_00551,2,189.9,0.0,189.9,379.8,Electronics,Dunn-Nixon,
6858,ORDER_112535,PROD_00250,1,523.62,0.1,471.25800000000004,471.25800000000004,Sports,"Hull, Nichols and Martin",
6859,ORDER_111372,PROD_00421,1,1392.15,0.0,1392.15,1392.15,Home & Kitchen,Fisher-Pittman,
6860,ORDER_104927,PROD_00936,2,17.74,0.0,17.74,35.48,Books,Harrison-Ball,
6861,ORDER_105226,PROD_00681,2,612.81,0.0,612.81,1225.62,Sports,Smith and Sons,
6862,ORDER_114715,PROD_00454,0,393.54,0.0,393.54,0.0,Electronics,Mcdonald and Sons,from_selling_price
6863,ORDER_104108,PROD_00669,1,799.43,0.0,799.43,799.43,Sports,"Robinson, Davis and Carter",
6864,ORDER_109906,PROD_00622,1,392.81,0.0,392.81,392.81,Electronics,"Gutierrez, Smith and Russell",
6865,ORDER_108607,PROD_00876,3,682.2,0.0,682.2,2046.6000000000001,Beauty,Gonzales-Morris,
6866,ORDER_102210,PROD_00478,2,238.01,0.0,238.01,476.02,Beauty,"Hood, Lucas and Gonzalez",
6867,ORDER_110379,PROD_00719,1,351.49,0.0,351.49,351.49,Home & Kitchen,"Lewis, Wright and Powers",
6868,ORDER_103066,PROD_00747,4,452.7000000000001,0.0,452.7000000000001,1810.8000000000004,BEAUTY,"Camacho, Grant and Thomas",
6869,ORDER_117107,PROD_00949,1,565.27,0.0,565.27,565.27,Beauty,"Myers, Stewart and Lucas",
6870,ORDER_105040,PROD_00902,3,1178.37,0.0,1178.37,3535.1099999999997,Books,Moses Ltd,
6871,ORDER_113093,PROD_00241,2,450.47,0.0,450.47,900.94,Fashion,Mathis-Jacobs,
6872,ORDER_111129,PROD_00959,2,39.18,0.0,39.18,78.36,Sports,Copeland-Orozco,
6873,ORDER_111643,PROD_00638,1,530.49,0.0,530.49,530.49,Electronics,jones llc,
6874,ORDER_110567,PROD_00265,1,67.28,0.0,67.28,67.28,Sports,Suarez Inc,
6875,ORDER_114578,PROD_00604,3,445.7,0.0,445.7,1337.1,Home & Kitchen,Terrell-Hernandez,
6876,ORDER_109044,PROD_00715,2,455.88,0.0,455.88,911.76,Fashion,"Bennett, Miller and Hall",
6877,ORDER_112189,PROD_00263,2,665.47,0.0,665.47,1330.94,Sports,"Thompson, Carter and Buckley",
6878,ORDER_110734,PROD_00678,1,1219.55,0.0,1219.55,1219.55,Home & Kitchen,Weber-Meyer,
6879,ORDER_111183,PROD_00850,3,412.23,0.0,412.23,1236.69,Beauty,Wood LLC,
6880,ORDER_117731,PROD_00713,4,306.9,0.0,306.9,1227.6,Fashion,Mitchell-Nicholson,
6881,ORDER_109707,PROD_00488,1,142.17,0.0,142.17,142.17,Books,"Valdez, Peterson and Carlson",
6882,ORDER_114139,PROD_00375,1,816.77,0.0,816.77,816.77,Fashion,Crawford LLC,
6883,ORDER_103145,PROD_00154,2,627.86,0.0,627.86,1255.72,Sports,Arroyo Inc,
6884,ORDER_116300,PROD_00719,1,351.49,0.0,351.49,351.49,Home & Kitchen,"Lewis, Wright and Powers",
6885,ORDER_106770,PROD_00354,2,779.11,0.0,779.11,1558.22,Beauty,"Cherry, May and Davis",
6886,ORDER_116256,PROD_00514,3,231.98,0.0,231.98,695.9399999999999,Fashion,"Austin, Waters and Brown",
6887,ORDER_113941,PROD_00260,1,647.38,0.0,647.38,647.38,Sports,Bryant Inc,
6888,ORDER_109840,PROD_00325,0,124.14,0.11,110.4846,0.0,Fashion,Ward-Ellison,from_selling_price
6889,ORDER_119278,PROD_00801,1,627.93,0.0,627.93,627.93,Home & Kitchen,Kane and Sons,
6890,ORDER_114478,PROD_00048,2,805.04,0.0,805.04,1610.08,Home & Kitchen,"Joseph, Fitzgerald and Evans",
6891,ORDER_100912,PROD_00675,1,753.61,0.0,753.61,753.61,Home & Kitchen,Gonzales-Anthony,
6892,ORDER_113181,PROD_00339,1,95.77,0.18,78.5314,78.5314,Beauty,"Giles, Hayes and Pitts",from_selling_price
6893,ORDER_117437,PROD_00550,1,75.24,0.0,75.24,75.24,Electronics,Atkins LLC,
6894,ORDER_105605,PROD_00518,1,852.38,0.0,852.38,852.38,Home & Kitchen,King Group,
6895,ORDER_113203,PROD_00917,1,611.31,0.22,476.8218,476.8218,Beauty,Herring-Dawson,
6896,ORDER_114073,PROD_00637,2,130.83,0.0,130.83,261.66,Books,Cantrell-Howard,
6897,ORDER_107180,PROD_00477,1,243.55,0.0,243.55,243.55,Sports,Mcintosh Group,
6898,ORDER_108566,PROD_00278,2,423.39,0.0,423.39,846.78,Home & Kitchen,"Payne, Moore and Nelson",
6899,ORDER_104936,PROD_00791,1,1029.91,0.0,1029.91,1029.91,Sports,"Diaz, Sanders and Williams",
6900,ORDER_112103,PROD_00223,1,764.74,0.0,764.74,764.74,Books,"Hernandez, Sanchez and Williams",
6901,ORDER_115089,PROD_00802,3,651.87,0.0,651.87,1955.6100000000001,Fashion,"Phillips, Glass and Trujillo",
6902,ORDER_111039,PROD_00084,1,896.03,0.0,896.03,896.03,Sports,Miller LLC,
6903,ORDER_119520,PROD_00738,1,552.05,0.0,552.05,552.05,Sports,King-Barrett,
