review_id,order_id,product_id,customer_id,rating,review_title,review_text,review_date,helpful_votes,verified_purchase,main_category_x,brand_x,main_category_y,brand_y
REV_000246,ORDER_103170,PROD_00958,CUST_00329,4,Blood near.,Mind hear seat well miss scientist smile. Before art attention reveal upon well foreign.,2025-03-29,2,False,Home & Kitchen,Cook Inc,Home & Kitchen,Cook Inc
REV_000248,ORDER_119911,PROD_00333,CUST_03218,4,Down remember.,Off last program bill state reach clearly. Effect market especially test research wish. Ten north quite small rock business model stop. Better above arrive receive.,2024-02-22,1,True,Fashion,"Fields, Miller And Pugh",Fashion,"Fields, Miller And Pugh"
REV_000249,ORDER_109815,PROD_00501,CUST_04243,4,Shoulder fight down single.,Window blue read senior blue week week. Plant we senior television.,2024-08-28,0,True,Electronics,Gould-Guerrero,Electronics,Gould-Guerrero
REV_000250,ORDER_103946,PROD_00962,CUST_00489,3,Factor PM music quality.,Reason under them account young red. Throughout ground institution view training receive.,2024-09-10,1,True,Beauty,Lutz Llc,Beauty,Lutz Llc
REV_000251,ORDER_105283,PROD_00394,CUST_02760,3,Name politics cultural.,After case himself cause generation. Fight marriage hotel once focus station military.,2024-11-14,0,True,Fashion,Garner-Morales,Fashion,Garner-Morales
REV_000252,ORDER_104840,PROD_00437,CUST_03615,3,Rather picture fight white.,Difficult ok support turn role hotel east. Assume on through behavior write through. Adult describe order before government according.,2025-03-29,2,True,Sports,"Diaz, Aguirre And Hicks",Sports,"Diaz, Aguirre And Hicks"
REV_000255,ORDER_117213,PROD_00253,CUST_00552,4,Report street listen.,People would brother close. Lead risk wonder stop international back senior. Main body large identify write reach.,2024-01-18,0,True,Books,Mejia Group,Books,Mejia Group
REV_000256,ORDER_106255,PROD_00388,CUST_04611,4,Available anyone.,Child building paper win teach. Help beat write wrong. Toward plant under his cause health short. Least market mean society picture.,2024-09-12,0,True,Electronics,Williams Ltd,Electronics,Williams Ltd
REV_000257,ORDER_100685,PROD_00018,CUST_02891,2,Number you civil threat.,Value they away action such. Pretty mind describe single whole stage. Add enter trade all.,2024-07-14,3,False,Beauty,Fisher-Huffman,Beauty,Fisher-Huffman
REV_000258,ORDER_118779,PROD_00961,CUST_02661,4,Issue look similar letter.,No review text,2025-03-17,0,True,Electronics,"Barnes, Ortiz And David",Electronics,"Barnes, Ortiz And David"
REV_000259,ORDER_111817,PROD_00660,CUST_02829,4,Team certain against full.,Bank your apply back. Hear stay specific whole blue dinner. Agree positive life participant above.,2025-08-17,1,True,Books,Jones Plc,Books,Jones Plc
REV_000260,ORDER_104973,PROD_00699,CUST_00441,2,Wall street form national.,Its public think race head cut. Information once share he once unit foot. Store police down save board person arm.,2024-07-24,1,True,BEAUTY,"Harris, Cameron And Weber",BEAUTY,"Harris, Cameron And Weber"
REV_000261,ORDER_103703,PROD_00869,CUST_02318,4,Others with environmental.,Upon high health stand bad according with tree. Art budget usually establish.,2025-11-18,3,True,Beauty,Johnson-Parks,Beauty,Johnson-Parks
REV_000265,ORDER_110937,PROD_00420,CUST_01321,5,Fall spend first product.,Cover ask another stay of activity despite establish. Information industry discussion also safe consumer.,2024-01-06,1,False,FASHION,Jordan And Sons,FASHION,Jordan And Sons
REV_000266,ORDER_104819,PROD_00175,CUST_02180,5,Interesting evening break.,Indicate list explain its end buy.,2024-07-30,1,True,Beauty,Smith Llc,Beauty,Smith Llc
REV_000267,ORDER_111249,PROD_00774,CUST_01991,2,Sure interest southern.,Writer around number at member. Force TV appear Mrs executive.,2025-05-08,0,False,Beauty,Webb-Reeves,Beauty,Webb-Reeves
REV_000268,ORDER_102295,PROD_00606,CUST_03945,4,Strategy drop.,Mean fish second then. Threat according rock official site.,2024-02-11,2,True,Home & Kitchen,Wise-Jordan,Home & Kitchen,Wise-Jordan
REV_000269,ORDER_112319,PROD_00865,CUST_01206,4,Policy cut participant chance.,Feeling pay design remember goal forget.,2024-10-22,0,True,Beauty,Alexander Group,Beauty,Alexander Group
REV_000270,ORDER_100104,PROD_00666,CUST_00740,5,Happen despite before their.,Network since hotel require attorney role. Message reach television your account sport thought.,2025-10-08,1,True,Beauty,"Bartlett, Moreno And Brown",Beauty,"Bartlett, Moreno And Brown"
REV_000271,ORDER_110758,PROD_00628,CUST_03349,4,Early life vote teach.,Reveal truth data evening green. Doctor live senior letter five drive direction. Road least remain tough perhaps war fall challenge.,2025-08-02,2,True,Books,Bates-Murphy,Books,Bates-Murphy
REV_000272,ORDER_115608,PROD_00868,CUST_01055,4,Amount decade close front knowledge.,No review text,2024-04-08,3,True,Electronics,"Mosley, Jones And Harrison",Electronics,"Mosley, Jones And Harrison"
REV_000273,ORDER_104262,PROD_00348,CUST_02675,3,Alone east recent suggest.,Real among field write. Shake of who local enjoy specific conference.,2025-08-24,3,True,Fashion,"Williams, Evans And Sanchez",Fashion,"Williams, Evans And Sanchez"
REV_000274,ORDER_107148,PROD_00918,CUST_01696,5,Between grow cover low.,Policy say office play beat reveal almost cold. Sit issue most. Decision do majority.,2025-06-12,2,True,Fashion,Holmes-Guerra,Fashion,Holmes-Guerra
REV_000276,ORDER_114852,PROD_00527,CUST_04473,4,Care thousand.,Laugh audience wear training. City across lose budget. Policy guess dark consumer couple.,2024-12-20,3,True,Home & Kitchen,Salazar-Carroll,Home & Kitchen,Salazar-Carroll
REV_000278,ORDER_103103,PROD_00719,CUST_02705,4,History space quality reveal.,Who statement yourself less. Method together finally avoid describe heavy discover.,2024-11-16,2,False,Home & Kitchen,"Lewis, Wright And Powers",Home & Kitchen,"Lewis, Wright And Powers"
REV_000279,ORDER_114200,PROD_00971,CUST_00540,4,Nation lay establish.,Center deep form child. Already fight if he animal yourself watch. Hard identify huge every tend.,2024-10-29,1,True,Electronics,Brooks-Rios,Electronics,Brooks-Rios
REV_000280,ORDER_116400,PROD_00547,CUST_04288,4,Interest spring reach tough attention.,Close talk work television long care bank. System quality crime treatment.,2025-10-06,1,True,Sports,Hudson Group,Sports,Hudson Group
REV_000281,ORDER_116403,PROD_00365,CUST_04873,4,Over artist need do none.,Around but should young. Speak money without lead everybody. Father good speech claim health walk. Single benefit hospital firm nor laugh.,2025-06-13,3,True,BEAUTY,Patterson Group,BEAUTY,Patterson Group
REV_000282,ORDER_113015,PROD_00999,CUST_03469,4,Head market morning.,Your including central entire campaign. Entire behind during kitchen religious arm by. Big bank note wall seven writer.,2025-05-01,1,True,Books,"Herrera, Johnson And Turner",Books,"Herrera, Johnson And Turner"
REV_000283,ORDER_112223,PROD_00806,CUST_04184,4,Say century.,Computer with speak carry interesting measure imagine. Develop cultural successful detail. Rock seven campaign that seat offer build.,2024-03-03,2,False,Books,Mejia Plc,Books,Mejia Plc
REV_000284,ORDER_106808,PROD_00721,CUST_00263,4,Character attention when.,Never style tonight training everybody listen. Sing pretty five option same cell.,2024-12-10,1,True,Sports,"Austin, Dalton And Gutierrez",Sports,"Austin, Dalton And Gutierrez"
REV_000285,ORDER_119016,PROD_00857,CUST_01059,4,Sport improve necessary house apply.,Professional government security. Including might start benefit shoulder firm degree.,2025-11-10,1,True,Home & Kitchen,Becker-Howell,Home & Kitchen,Becker-Howell
REV_000286,ORDER_104294,PROD_00235,CUST_04070,4,Few no across remain.,Dinner like chance last measure. High all over class.,2024-11-12,3,True,Fashion,"Nunez, Hamilton And Dominguez",Fashion,"Nunez, Hamilton And Dominguez"
REV_000287,ORDER_115513,PROD_00994,CUST_04377,3,Price physical tend.,While entire my program day often. Shake system everyone together between.,2025-11-09,3,True,Sports,Williams-Gibson,Sports,Williams-Gibson
REV_000289,ORDER_116979,PROD_00575,CUST_02624,3,Around police four certainly.,Almost old indeed stay close front. Education mention film receive nothing. Ever center down. Fast professor herself attorney image child.,2024-01-05,2,True,Home & Kitchen,"Pennington, Wright And Holloway",Home & Kitchen,"Pennington, Wright And Holloway"
REV_000291,ORDER_112413,PROD_00121,CUST_00753,4,I table example look.,Community before full. Pm cold usually wait region expect catch job.,2024-08-13,4,True,Electronics,"Arnold, Morales And Martinez",Electronics,"Arnold, Morales And Martinez"
REV_000292,ORDER_112070,PROD_00400,CUST_01642,4,Accept husband.,Commercial plant himself forget consider. Impact available record market behavior civil.,2024-02-10,1,True,Electronics,Thompson Plc,Electronics,Thompson Plc
REV_000294,ORDER_105615,PROD_00135,CUST_00294,3,Like involve mention.,Make play exactly support husband. Voice hair person total page movie.,2024-07-30,1,False,Electronics,"Guzman, Taylor And Davis",Electronics,"Guzman, Taylor And Davis"
REV_000296,ORDER_110075,PROD_00649,CUST_00036,0,Half add draw.,Environment sport two evidence executive born under. Serve key land change success. Color arm opportunity. Person line material address.,2025-04-13,5,True,Sports,"Bradshaw, Medina And Moran",Sports,"Bradshaw, Medina And Moran"
REV_000297,ORDER_119776,PROD_00930,CUST_04165,3,Research all mission measure.,Notice surface value dinner friend fill travel. Company central you call lose city close.,2025-08-09,2,True,Books,Lewis-Jackson,Books,Lewis-Jackson
REV_000298,ORDER_109495,PROD_00553,CUST_01518,4,Alone full.,Include security visit white why left end. Night building mind wife never letter method.,2024-10-18,5,True,Books,Snyder Llc,Books,Snyder Llc
REV_000299,ORDER_106062,PROD_00991,CUST_04767,4,Buy tree democratic crime sing.,Low world they whom. Bank yeah page act. Dream by base wish.,2025-10-03,2,True,Books,"Cain, Owens And Ayala",Books,"Cain, Owens And Ayala"
REV_000300,ORDER_116293,PROD_00246,CUST_03621,4,Assume my generation.,Institution direction although almost up reveal force. Can capital enter too.,2024-04-25,2,True,Home & Kitchen,Kelly Plc,Home & Kitchen,Kelly Plc
REV_000302,ORDER_115777,PROD_00854,CUST_02892,4,Offer those significant citizen book.,Director push century dinner create population. Entire concern one me.,2025-02-25,5,False,Books,Mills And Sons,Books,Mills And Sons
REV_000303,ORDER_112650,PROD_00378,CUST_04102,4,Say process water seat mean.,Than nearly yourself however. Language enjoy economy hair fly market late. Design others drop us lay imagine necessary. Factor detail type work nor.,2024-01-08,2,True,Sports,Edwards-Carlson,Sports,Edwards-Carlson
REV_000306,ORDER_117878,PROD_00784,CUST_03394,4,Herself heart.,Star machine spend address oil wind.,2025-07-02,0,True,Beauty,Lee-Vargas,Beauty,Lee-Vargas
REV_000307,ORDER_115740,PROD_00185,CUST_02031,3,Agent continue above.,Difficult rather table one newspaper media thus. Action half American smile former social recognize base.,2025-02-09,1,True,Home & Kitchen,"Love, Williams And Avila",Home & Kitchen,"Love, Williams And Avila"
REV_000309,ORDER_117175,PROD_00288,CUST_03843,4,Black fill when finally.,Usually huge job go read art reveal. Another authority by near. Might minute establish line feeling institution.,2025-08-19,0,True,SPORTS,Nicholson-Bennett,SPORTS,Nicholson-Bennett
REV_000310,ORDER_115849,PROD_00151,CUST_02410,4,Baby general all meeting listen.,Training start particular politics success. Action general prepare concern at community attack.,2025-01-10,5,True,Books,"Richardson, Howard And Green",Books,"Richardson, Howard And Green"
REV_000311,ORDER_103689,PROD_00457,CUST_03203,3,Available high choose.,During training why ball city court. Ball realize see somebody contain amount.,2024-08-23,0,True,Sports,Daniel-Horn,Sports,Daniel-Horn
REV_000312,ORDER_102309,PROD_00253,CUST_03779,4,Marriage candidate production right.,Name seem ever among without source property. Available politics him hour.,2024-03-09,3,True,Books,Mejia Group,Books,Mejia Group
REV_000314,ORDER_109837,PROD_00965,CUST_04915,4,Identify lawyer mouth whether.,Machine sound add. Past become whom. Bed its great door against scene gas.,2025-04-26,1,True,Home & Kitchen,"Garcia, Jackson And Hernandez",Home & Kitchen,"Garcia, Jackson And Hernandez"
REV_000315,ORDER_119128,PROD_00953,CUST_02489,4,Quite short coach produce your.,Create protect those. Second thank use top music.,2024-05-04,3,True,Beauty,"Barron, Wagner And Robinson",Beauty,"Barron, Wagner And Robinson"
REV_000316,ORDER_119683,PROD_00235,CUST_02110,3,Set sing environment.,No review text,2024-11-16,0,True,Fashion,"Nunez, Hamilton And Dominguez",Fashion,"Nunez, Hamilton And Dominguez"
REV_000317,ORDER_110937,PROD_00420,CUST_01321,4,Who camera.,His table position smile money environmental. Bed rock board cup choose century thank. Some happen employee international issue.,2024-01-07,2,True,FASHION,Jordan And Sons,FASHION,Jordan And Sons
REV_000318,ORDER_105553,PROD_00969,CUST_02803,4,Drop stuff on.,Civil time she political pay. Street measure area four window.,2024-09-06,3,True,Sports,Stewart-Barnett,Sports,Stewart-Barnett
REV_000320,ORDER_104292,PROD_00146,CUST_01125,4,Ready throughout commercial.,Such man suffer analysis already easy. Maintain vote after thing.,2024-10-23,1,True,Sports,Brooks Inc,Sports,Brooks Inc
REV_000321,ORDER_107365,PROD_00152,CUST_03071,4,Develop agent form job.,Agent southern performance work. Girl push write natural allow fear parent.,2025-06-04,0,True,Home & Kitchen,Joseph Inc,Home & Kitchen,Joseph Inc
REV_000322,ORDER_112345,PROD_00289,CUST_02539,3,Hair under prevent animal.,Poor close outside wonder before.,2024-10-22,4,True,Home & Kitchen,Cantrell Llc,Home & Kitchen,Cantrell Llc
REV_000323,ORDER_112288,PROD_00668,CUST_04767,0,Should land budget.,Brother bring understand give. Page audience writer onto support site stock begin. Case live get coach movement detail point.,2025-02-28,2,True,Books,"Carpenter, Brown And Bush",Books,"Carpenter, Brown And Bush"
REV_000324,ORDER_103685,PROD_00301,CUST_01533,4,Rock few prove former treat.,Half go bit probably campaign week. Big structure wrong field event. Tv white such each hear hotel place.,2025-08-03,3,True,Sports,"Odonnell, Palmer And Hill",Sports,"Odonnell, Palmer And Hill"
REV_000325,ORDER_118165,PROD_00545,CUST_01777,4,Learn prevent picture.,Situation difference customer able. Discussion because allow daughter condition class fly. Answer someone cover beat bed vote.,2025-09-28,1,True,Electronics,Abbott Group,Electronics,Abbott Group
REV_000326,ORDER_118190,PROD_00692,CUST_00640,4,Sister cover.,Specific truth teach image account wall draw red. Nation turn actually quite nothing fly court.,2025-10-29,0,True,Home & Kitchen,Rasmussen-Miller,Home & Kitchen,Rasmussen-Miller
REV_000327,ORDER_101271,PROD_00344,CUST_03070,4,Everything result he small.,Case government summer girl industry. Range black line later. Dog last trade product. Third mission fast spring democratic.,2024-12-20,3,True,Books,"King, Smith And Long",Books,"King, Smith And Long"
REV_000328,ORDER_110897,PROD_00362,CUST_03970,4,Whether worker science newspaper.,Fish charge service here occur. Why around challenge none over still. Whether author born from.,2025-08-29,0,True,Fashion,Jackson Ltd,Fashion,Jackson Ltd
REV_000329,ORDER_112009,PROD_00448,CUST_00627,4,Serious total since move sure.,Wonder late use not. Hit quite rich.,2024-10-10,1,True,Books,Taylor Inc,Books,Taylor Inc
REV_000330,ORDER_115904,PROD_00229,CUST_01126,5,Hair bag within power.,No review text,2024-12-04,2,True,Home & Kitchen,"Sullivan, Malone And Davis",Home & Kitchen,"Sullivan, Malone And Davis"
REV_000331,ORDER_110202,PROD_00327,CUST_04032,4,One beautiful instead their represent.,No review text,2024-08-18,3,True,Electronics,Pope-Wright,Electronics,Pope-Wright
REV_000332,ORDER_101022,PROD_00043,CUST_04903,4,Mean hear physical yourself.,Mouth analysis outside need she machine field vote. Right bit dinner or. Management hotel assume.,2024-08-19,0,True,Electronics,"Lewis, Jones And Figueroa",Electronics,"Lewis, Jones And Figueroa"
REV_000333,ORDER_107170,PROD_00079,CUST_01730,4,Training everybody garden financial.,Yet start successful fire shake. How structure happen hope top fight most weight.,2025-11-04,1,True,Books,"Anderson, Mercado And Freeman",Books,"Anderson, Mercado And Freeman"
REV_000334,ORDER_101992,PROD_00003,CUST_04096,4,Young provide seem.,Song business cut individual allow herself child. Stand nearly true near your skill value.,2025-02-24,2,True,Sports,Shelton-Green,Sports,Shelton-Green
REV_000335,ORDER_118141,PROD_00264,CUST_02361,0,Ask your entire college believe.,Economy although investment. Light technology short good. Street improve eight my laugh leg. Assume center all third anything.,2023-12-15,2,True,Books,Wilson Inc,Books,Wilson Inc
REV_000336,ORDER_119049,PROD_00943,CUST_01024,4,Fine throw more news.,No review text,2024-09-05,2,True,Home & Kitchen,"Payne, Flores And Stewart",Home & Kitchen,"Payne, Flores And Stewart"
REV_000338,ORDER_114561,PROD_00247,CUST_01502,4,Appear black gas eye.,No review text,2023-12-13,1,True,Home & Kitchen,Salas-Cannon,Home & Kitchen,Salas-Cannon
REV_000340,ORDER_101606,PROD_00638,CUST_03558,3,Defense law.,Figure foreign letter case any fight high. Left animal though itself white paper. Mother federal federal.,2024-02-23,1,True,Electronics,Jones Llc,Electronics,Jones Llc
REV_000341,ORDER_103005,PROD_00938,CUST_04388,4,Itself public.,Big system letter yeah. Film write term individual. Laugh image experience always whatever.,2025-02-18,2,True,Electronics,"Riley, Cox And Alexander",Electronics,"Riley, Cox And Alexander"
REV_000342,ORDER_102622,PROD_00817,CUST_04564,4,Establish style strong.,Season attention chance do. Everybody less speak total base.,2025-11-04,5,True,Books,Graham-Woods,Books,Graham-Woods
REV_000343,ORDER_103720,PROD_00513,CUST_04172,2,Would fill after seek.,Adult yeah hard start exactly such I perhaps. Cost available score as we especially anyone box. Skill other money he clear set.,2024-08-25,3,True,Electronics,"Simmons, Clark And Dalton",Electronics,"Simmons, Clark And Dalton"
REV_000344,ORDER_102324,PROD_00527,CUST_04792,3,Give traditional bill hit.,Begin suggest enter. Lose cell performance money this later education.,2025-09-07,0,True,Home & Kitchen,Salazar-Carroll,Home & Kitchen,Salazar-Carroll
REV_000345,ORDER_113720,PROD_00655,CUST_01620,4,Make training view.,Among year send Mr truth. Material history choose test single personal whose.,2024-01-22,2,False,Beauty,"Anthony, Curtis And Howard",Beauty,"Anthony, Curtis And Howard"
REV_000346,ORDER_106111,PROD_00481,CUST_04363,4,Big improve buy natural.,Moment get near character fear suffer list. Rest hair staff for thank media.,2024-10-17,1,False,Electronics,Bailey-Mcgrath,Electronics,Bailey-Mcgrath
REV_000347,ORDER_117560,PROD_00488,CUST_03073,5,Position close public.,Describe environmental art only wife rate. Live fear suddenly huge across knowledge. Range age this task charge data far magazine.,2025-10-23,2,True,Books,"Valdez, Peterson And Carlson",Books,"Valdez, Peterson And Carlson"
REV_000348,ORDER_107060,PROD_00655,CUST_03951,4,She often right respond.,Experience loss each step not while voice eight. Some admit produce always lot join view deal.,2024-08-24,2,True,Beauty,"Anthony, Curtis And Howard",Beauty,"Anthony, Curtis And Howard"
REV_000349,ORDER_114478,PROD_00149,CUST_03961,3,Center dinner understand study.,Provide seek enter free upon computer although. Evidence firm history tell case. Bring fact new growth chair art. History budget wear attention also doctor success outside.,2024-04-13,1,True,Beauty,Williams-Middleton,Beauty,Williams-Middleton
REV_000350,ORDER_102917,PROD_00538,CUST_02976,4,Answer according.,Keep process open because behind yourself. Together may however this yard by here. Even official law imagine professor capital truth.,2024-03-06,0,True,Home & Kitchen,Anderson Llc,Home & Kitchen,Anderson Llc
REV_000352,ORDER_104326,PROD_00807,CUST_02225,4,Hair from.,Congress address lot audience itself sing garden. Through skin rule because. Since successful white skin measure.,2024-09-09,3,True,Home & Kitchen,Adams Inc,Home & Kitchen,Adams Inc
REV_000353,ORDER_115547,PROD_00902,CUST_01581,3,Back rest spring.,No review text,2025-08-05,2,True,Books,Moses Ltd,Books,Moses Ltd
REV_000354,ORDER_110982,PROD_00655,CUST_01571,4,Worker opportunity positive peace.,Church cold very political amount each. And other blood actually use dinner sport report. Indeed son condition money every politics.,2024-09-16,3,True,Beauty,"Anthony, Curtis And Howard",Beauty,"Anthony, Curtis And Howard"
REV_000355,ORDER_109441,PROD_00283,CUST_03406,4,Light price player knowledge.,Couple catch clearly trial form position society. Possible whatever region yet evidence per low.,2025-07-15,3,True,Sports,Kim Llc,Sports,Kim Llc
REV_000357,ORDER_107011,PROD_00789,CUST_00486,5,Pm stay minute everything political.,Operation let return fire card. Group light be mother almost. News positive close short anyone.,2025-11-01,0,True,Books,Owens-Garcia,Books,Owens-Garcia
REV_000359,ORDER_100554,PROD_00326,CUST_02595,3,They size education exist.,Hot consider cold something detail where bank. Oil church show various represent should. Before suffer table well.,2024-01-04,3,True,Sports,"Cameron, Kelly And Beard",Sports,"Cameron, Kelly And Beard"
REV_000360,ORDER_111115,PROD_00245,CUST_02754,4,Affect day professor trial.,Identify million agree even. Serious production sport study prove might. Degree such until position business never stock.,2024-08-01,3,True,Fashion,York Inc,Fashion,York Inc
REV_000361,ORDER_110637,PROD_00057,CUST_00893,4,Account ten inside Democrat.,Firm school strategy hot suffer.,2025-03-13,0,True,Electronics,Murphy-Daniels,Electronics,Murphy-Daniels
REV_000362,ORDER_107962,PROD_00940,CUST_00294,4,Rule actually pick field.,Data gas surface affect skill father true. Wish address try subject fly.,2025-08-19,1,False,Home & Kitchen,Walton Group,Home & Kitchen,Walton Group
REV_000363,ORDER_101228,PROD_00091,CUST_00356,4,How use and.,State number share visit.,2024-01-11,4,True,Books,Berger Ltd,Books,Berger Ltd
REV_000364,ORDER_112727,PROD_00991,CUST_01176,4,Difference she five.,Trouble then activity travel hear religious. Window call minute task matter option.,2025-09-14,0,True,Books,"Cain, Owens And Ayala",Books,"Cain, Owens And Ayala"
REV_000365,ORDER_101204,PROD_00794,CUST_03944,4,Second fall possible half.,Maintain start business there picture. National two thank community day another. Determine a reflect help among. Teach probably seven office use program.,2023-11-29,0,True,Sports,Miller And Sons,Sports,Miller And Sons
REV_000366,ORDER_118978,PROD_00139,CUST_00161,3,People available measure.,Detail past task also growth hard. Attorney all citizen baby.,2025-01-04,4,True,Beauty,"Anthony, Curtis And Howard",Beauty,"Anthony, Curtis And Howard"
REV_000367,ORDER_111128,PROD_00550,CUST_02867,4,Pretty budget.,Garden thank together explain. Rest although look stuff.,2024-11-08,2,True,Electronics,Atkins Llc,Electronics,Atkins Llc
REV_000368,ORDER_109158,PROD_00826,CUST_02901,4,Institution about none.,Anything campaign others. Sell bit evidence myself. Deal road blue.,2024-02-23,7,True,Home & Kitchen,Strickland-Cooper,Home & Kitchen,Strickland-Cooper
REV_000369,ORDER_102733,PROD_00971,CUST_03813,4,Report white probably mind.,Television official real ok factor light available within. Old feel my.,2024-10-13,2,True,Electronics,Brooks-Rios,Electronics,Brooks-Rios
REV_000370,ORDER_106010,PROD_00154,CUST_03006,3,Wide fire must back.,Bar task popular. Past culture TV effect president.,2025-01-12,3,True,Sports,Arroyo Inc,Sports,Arroyo Inc
REV_000371,ORDER_111282,PROD_00137,CUST_03929,4,Attorney office difficult increase.,Put a suffer himself hotel purpose. Help audience wide bad author.,2025-04-12,7,True,Fashion,Page Group,Fashion,Page Group
REV_000372,ORDER_116264,PROD_00154,CUST_04258,4,Agent moment develop.,Last pay article range. Party create left room anything behavior. Single happy I street.,2024-06-14,1,True,Sports,Arroyo Inc,Sports,Arroyo Inc
REV_000373,ORDER_106417,PROD_00161,CUST_04115,4,Smile American lot long.,Doctor check challenge also town. Language discuss physical. Community age use political often grow.,2024-03-08,1,True,Fashion,Boyer Ltd,Fashion,Boyer Ltd
REV_000374,ORDER_103252,PROD_00045,CUST_03821,4,Need half ten certain animal.,Cell head response light. Dream usually bill.,2025-11-16,3,True,Beauty,Mccoy Inc,Beauty,Mccoy Inc
REV_000375,ORDER_105452,PROD_00296,CUST_03616,2,Likely wear.,Many exactly follow chair. Area early worry finish.,2025-06-08,1,True,Electronics,"Williams, Miller And Cervantes",Electronics,"Williams, Miller And Cervantes"
REV_000376,ORDER_100208,PROD_00803,CUST_04174,4,Age vote military sort property.,At young campaign new air site night. Mission six news professional shake.,2024-06-25,0,True,Books,"Miranda, Macdonald And Moore",Books,"Miranda, Macdonald And Moore"
REV_000378,ORDER_103401,PROD_00360,CUST_02954,4,His summer develop.,Paper single or economic with section.,2024-05-13,3,True,SPORTS,Martinez-Parker,SPORTS,Martinez-Parker
REV_000379,ORDER_104210,PROD_00020,CUST_00234,3,Another research imagine.,Drug laugh box represent. Hour yet better him.,2025-05-11,4,True,Home & Kitchen,"Lopez, Smith And Boyd",Home & Kitchen,"Lopez, Smith And Boyd"
REV_000380,ORDER_101055,PROD_00126,CUST_00543,4,Scene cover nature model support.,Current spend involve whom but. Many plant without dog involve give.,2024-12-14,0,True,Home & Kitchen,Johnson-Shaw,Home & Kitchen,Johnson-Shaw
REV_000381,ORDER_119284,PROD_00779,CUST_00685,4,Television every everybody with drop.,Light ground hear figure.,2025-01-06,3,False,Home & Kitchen,"Gamble, Howard And Spence",Home & Kitchen,"Gamble, Howard And Spence"
REV_000384,ORDER_104065,PROD_00937,CUST_04873,4,Catch growth thank standard.,Current concern pick. Ahead air let crime quality Congress. Church base person method although war perhaps.,2024-07-01,3,True,Home & Kitchen,Coleman Llc,Home & Kitchen,Coleman Llc
REV_000385,ORDER_118518,PROD_00146,CUST_04784,0,Person million past.,So happen language cause cause customer management. Parent skill size east.,2023-12-02,2,False,Sports,Brooks Inc,Sports,Brooks Inc
REV_000387,ORDER_116669,PROD_00034,CUST_02853,4,Pull stock.,Imagine personal service. Issue pattern Republican name mouth product goal. Continue assume certainly part American. Cover safe deal experience perform.,2024-12-04,2,True,Fashion,Edwards Inc,Fashion,Edwards Inc
REV_000388,ORDER_107015,PROD_00746,CUST_04095,3,Whose decade hour main.,Risk small simply rich the table medical fact. Who center anyone share theory trade baby behavior. Discover relate choose say I. Bit where bad expect.,2024-12-12,1,True,Beauty,Bishop Plc,Beauty,Bishop Plc
REV_000389,ORDER_100981,PROD_00697,CUST_03974,4,Analysis determine tax.,Piece week here place PM trial. Kitchen somebody dog traditional southern choice safe. Bar tax beautiful.,2025-10-25,2,True,Fashion,Thornton Inc,Fashion,Thornton Inc
REV_000390,ORDER_106988,PROD_00303,CUST_01073,0,Have run perform.,Responsibility peace clear boy series beyond.,2023-12-12,1,True,Beauty,"Lewis, Steele And Mccoy",Beauty,"Lewis, Steele And Mccoy"
REV_000391,ORDER_114844,PROD_00349,CUST_00351,4,Their positive call.,Whole painting under president mind language blue majority. Enter control ago at fast per themselves.,2023-12-07,1,True,Home & Kitchen,Ramos Ltd,Home & Kitchen,Ramos Ltd
REV_000392,ORDER_115237,PROD_00585,CUST_03238,4,Put in.,Picture ball dream friend. Century them citizen myself.,2024-11-07,2,True,Beauty,Peters And Sons,Beauty,Peters And Sons
REV_000394,ORDER_110418,PROD_00855,CUST_04158,3,Note difference so.,Magazine open official serious information read mention voice. Medical great model concern.,2025-02-11,2,True,Sports,Moran And Sons,Sports,Moran And Sons
REV_000395,ORDER_105112,PROD_00677,CUST_03065,4,Consider identify.,Oil difference it particular according attorney message. Bring dark staff project kid bank.,2024-06-23,1,True,Electronics,Abbott Group,Electronics,Abbott Group
REV_000396,ORDER_116677,PROD_00893,CUST_00274,4,Future use power.,Reach blood while no outside one most section. Service best art may dinner morning test. Provide in drop.,2025-07-02,3,True,Home & Kitchen,Larson Ltd,Home & Kitchen,Larson Ltd
REV_000397,ORDER_108977,PROD_00261,CUST_02415,4,Wide sea whatever.,Official course always. Professional time fire.,2025-09-05,2,True,Fashion,Taylor-Downs,Fashion,Taylor-Downs
REV_000398,ORDER_101290,PROD_00206,CUST_03595,4,Agreement service.,Number response parent. Policy case manage daughter.,2024-08-18,2,True,Home & Kitchen,"Goodman, Ryan And Garcia",Home & Kitchen,"Goodman, Ryan And Garcia"
REV_000399,ORDER_111088,PROD_00706,CUST_04062,4,Anyone speech.,Computer rest past prove. Reason pay management trip maintain. Professional individual feel degree worry too.,2024-11-18,1,False,Electronics,"Miller, Smith And Garcia",Electronics,"Miller, Smith And Garcia"
REV_000400,ORDER_119151,PROD_00678,CUST_04017,4,Trial federal owner general record.,West will source own large. Rock type company loss.,2024-10-27,2,True,Home & Kitchen,Weber-Meyer,Home & Kitchen,Weber-Meyer
