log_id,customer_id,session_id,timestamp,action,page,product_id,duration_seconds,ip_address,user_agent
19518,CUST_00827,SESS_7731,2025-10-20 16:44:36.530628,logout,home,PROD_00110,26,5.170.133.241,Opera/9.13.(X11; Linux i686; mai-IN) Presto/2.9.179 Version/12.00
19519,CUST_01506,SESS_9638,2025-11-10 03:24:00.798863,login,home,PROD_00469,4,208.53.177.12,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0)
19520,CUST_01484,SESS_7132,2025-08-16 09:40:34.424149,page_view,home,,2,185.50.170.12,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/15.6r7432.0 Mobile/92E150 Safari/536.0"
19521,CUST_00440,SESS_6802,2025-10-07 15:27:21.523269,login,category,,6,197.48.142.252,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5 rv:2.0; sv-SE) AppleWebKit/535.14.5 (KHTML, like Gecko) Version/5.0.1 Safari/535.14.5"
19522,CUST_03434,SESS_4908,2025-09-15 02:23:46.734834,purchase,home,,1,59.188.82.220,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/21.0.870.0 Safari/532.1"
19523,CUST_00326,SESS_8105,2025-11-06 11:31:55.651804,product_view,checkout,,117,148.0.168.168,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/531.42.2 (KHTML, like Gecko) Version/4.0.3 Safari/531.42.2"
19524,CUST_02877,SESS_6679,2025-10-01 01:45:15.385817,product_view,home,,13,54.239.219.254,Opera/9.81.(Windows CE; cy-GB) Presto/2.9.187 Version/12.00
19525,CUST_01698,SESS_4103,2025-08-23 11:52:45.506194,page_view,home,,33,117.140.130.19,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/5.0)
19526,CUST_02877,SESS_7870,2025-11-03 15:44:32.861976,search,cart,PROD_00057,18,85.254.136.232,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_4 rv:2.0; ms-MY) AppleWebKit/533.10.7 (KHTML, like Gecko) Version/5.1 Safari/533.10.7"
19527,CUST_04711,SESS_2787,2025-11-03 17:48:39.971546,purchase,home,PROD_00460,55,219.135.219.22,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/5.1)
19528,CUST_00766,SESS_7495,2025-08-24 11:49:23.300809,purchase,products,PROD_00389,3,42.181.78.239,Mozilla/5.0 (Android 4.4.2; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0
19529,CUST_02157,SESS_7851,2025-09-22 14:57:59.432305,remove_from_cart,account,PROD_00804,25,56.59.122.241,Mozilla/5.0 (Windows NT 5.0; sd-PK; rv:1.9.0.20) Gecko/3495-09-27 07:19:24.531784 Firefox/12.0
19530,CUST_03173,SESS_2982,2025-08-26 05:46:44.792926,add_to_cart,cart,PROD_00665,1,1.155.88.70,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_8 rv:6.0; my-MM) AppleWebKit/532.29.5 (KHTML, like Gecko) Version/5.0.3 Safari/532.29.5"
19531,CUST_02133,SESS_2845,2025-08-22 00:39:43.334533,page_view,home,,1,151.146.121.88,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/535.22.3 (KHTML, like Gecko) Version/5.1 Safari/535.22.3"
19532,CUST_01040,SESS_5732,2025-10-05 22:44:07.308205,purchase,cart,PROD_00980,-1,62.252.31.113,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.5.3 (KHTML, like Gecko) Version/5.0.3 Safari/535.5.3"
19533,CUST_01373,SESS_7421,2025-08-25 17:05:23.162029,login,checkout,,15,80.42.71.241,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/12.5o2268.0 Mobile/44M417 Safari/532.0"
19534,CUST_04469,SESS_5868,2025-09-21 02:19:48.959710,purchase,account,,13,65.23.12.142,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/46.0.882.0 Mobile/42Z299 Safari/532.0"
19535,CUST_00499,SESS_3443,2025-09-16 00:15:57.246523,search,products,,26,94.86.79.29,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.47.1 (KHTML, like Gecko) Version/4.0.2 Safari/532.47.1"
19536,CUST_00036,SESS_1079,2025-10-29 03:07:54.912353,add_to_cart,product_detail,,25,154.199.34.209,Opera/9.42.(Windows NT 6.0; nan-TW) Presto/2.9.178 Version/10.00
19537,CUST_04696,SESS_4022,2025-10-03 18:26:52.166808,product_view,home,,78,39.103.233.105,Opera/8.86.(Windows NT 6.2; hy-AM) Presto/2.9.171 Version/12.00
19538,CUST_02965,SESS_2373,2025-10-28 13:58:28.153404,search,cart,PROD_00010,9,172.20.82.148,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0 rv:6.0; tt-RU) AppleWebKit/534.46.6 (KHTML, like Gecko) Version/5.1 Safari/534.46.6"
19539,CUST_03167,SESS_5479,2025-08-25 01:41:40.873901,product_view,checkout,,-1,111.68.9.161,Opera/9.91.(X11; Linux x86_64; ayc-PE) Presto/2.9.160 Version/11.00
19540,CUST_04275,SESS_3643,2025-10-30 20:38:54.886462,page_view,cart,PROD_00354,10,103.187.126.106,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/37.0.824.0 Safari/536.2"
19541,CUST_03174,SESS_5012,2025-09-28 11:54:48.998337,remove_from_cart,category,PROD_00193,22,187.8.57.122,Mozilla/5.0 (Windows NT 5.1; lv-LV; rv:1.9.0.20) Gecko/5952-03-20 16:44:01.180496 Firefox/3.8
19542,CUST_04030,SESS_8887,2025-08-18 23:28:44.782191,logout,home,,25,76.42.153.17,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/3.0)
19543,CUST_00719,SESS_8090,2025-08-29 14:22:54.100820,search,category,,8,145.139.38.227,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5; rv:1.9.4.20) Gecko/2210-11-19 16:44:01.605739 Firefox/10.0
19544,CUST_00618,SESS_3519,2025-09-26 05:20:09.678755,add_to_cart,home,,6,79.232.46.202,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.0)
19545,CUST_03142,SESS_1159,2025-09-18 11:10:52.020343,logout,products,,-1,126.124.104.254,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/532.20.7 (KHTML, like Gecko) Version/4.0.3 Safari/532.20.7"
19546,CUST_03448,SESS_6837,2025-09-04 17:27:36.927056,login,account,PROD_00821,52,58.213.189.195,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.39.7 (KHTML, like Gecko) Version/4.0.5 Safari/532.39.7"
19547,CUST_02010,SESS_7388,2025-09-09 09:34:15.260078,purchase,home,,10,22.21.222.253,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/19.0.892.0 Safari/533.1"
19548,CUST_03395,SESS_6220,2025-09-28 04:24:36.725523,page_view,home,,34,190.94.132.93,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ce-RU) AppleWebKit/533.15.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6533.15.6"
19549,CUST_01213,SESS_4404,2025-09-17 04:23:27.626072,add_to_cart,products,,47,75.165.184.176,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/535.7.1 (KHTML, like Gecko) Version/4.0 Safari/535.7.1"
19550,CUST_03614,SESS_4607,2025-08-18 16:42:04.058024,product_view,home,PROD_00038,75,106.231.115.100,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1)
19551,CUST_02312,SESS_7342,2025-10-16 17:58:20.803290,purchase,products,PROD_00427,30,69.130.75.235,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0)
19552,CUST_04938,SESS_7346,2025-09-09 15:32:33.876324,product_view,product_detail,,50,15.83.99.52,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/4232-01-21 15:52:56.278534 Firefox/9.0
19553,CUST_00157,SESS_5397,2025-09-12 12:16:53.892949,page_view,category,,97,16.58.208.149,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6 rv:4.0; kw-GB) AppleWebKit/534.10.4 (KHTML, like Gecko) Version/5.0 Safari/534.10.4"
19554,CUST_04800,SESS_7833,2025-09-22 11:12:53.213842,page_view,home,PROD_00784,39,116.254.43.182,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.32.4 (KHTML, like Gecko) Version/5.1 Safari/531.32.4"
19555,CUST_03698,SESS_8904,2025-09-04 15:05:32.134444,login,home,PROD_00687,1,153.30.81.39,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.1)
19556,CUST_04568,SESS_1440,2025-10-21 09:01:06.547860,login,account,PROD_00351,71,147.255.184.246,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0)
19557,CUST_00802,SESS_6605,2025-11-12 01:01:31.385426,add_to_cart,cart,,16,200.58.53.130,Opera/8.40.(Windows NT 6.2; raj-IN) Presto/2.9.179 Version/11.00
19558,CUST_01164,SESS_5860,2025-09-08 15:44:41.026379,remove_from_cart,category,,54,47.91.141.233,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_3_5 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/59.0.811.0 Mobile/03U183 Safari/533.2"
19559,CUST_04248,SESS_8600,2025-09-11 11:48:48.473127,purchase,products,PROD_00202,-1,90.248.0.238,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/41.0.845.0 Safari/535.2"
19560,CUST_02390,SESS_5480,2025-09-18 22:18:11.833712,logout,checkout,PROD_00524,9,65.182.184.65,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; rv:1.9.2.20) Gecko/5194-12-08 20:12:44.819687 Firefox/3.6.3
19561,CUST_01411,SESS_8926,2025-10-03 18:42:53.592893,logout,account,,72,129.225.94.74,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_0 rv:3.0; hy-AM) AppleWebKit/533.27.6 (KHTML, like Gecko) Version/5.0 Safari/533.27.6"
19562,CUST_04300,SESS_6784,2025-08-23 05:41:31.167901,logout,home,,11,14.174.11.95,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.1)
19563,CUST_00377,SESS_7082,2025-09-05 16:42:19.690158,remove_from_cart,category,,11,121.224.163.140,Opera/9.12.(Windows NT 6.0; mag-IN) Presto/2.9.166 Version/10.00
19564,CUST_03342,SESS_1234,2025-09-28 22:47:28.968332,login,checkout,PROD_00817,71,114.166.180.102,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.6.6 (KHTML, like Gecko) Version/4.0.2 Safari/532.6.6"
19565,CUST_02537,SESS_4823,2025-08-24 00:51:51.943623,purchase,category,,52,218.180.97.40,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0)
19566,CUST_01993,SESS_4182,2025-08-17 04:25:37.718369,remove_from_cart,product_detail,PROD_00853,17,159.60.225.71,Opera/8.63.(X11; Linux x86_64; pl-PL) Presto/2.9.178 Version/11.00
19567,CUST_01527,SESS_4029,2025-09-26 21:53:06.500432,page_view,product_detail,,4,20.32.35.109,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1)
19568,CUST_00271,SESS_1838,2025-09-25 09:13:25.503676,page_view,home,,4,191.49.206.255,Opera/8.77.(X11; Linux i686; et-EE) Presto/2.9.163 Version/12.00
19569,CUST_00178,SESS_4070,2025-11-04 11:54:08.327699,product_view,product_detail,,5,105.95.56.83,Opera/9.21.(Windows 98; ro-RO) Presto/2.9.173 Version/11.00
19570,CUST_04036,SESS_4282,2025-09-25 10:40:29.968187,purchase,checkout,PROD_00654,9,133.86.147.187,Mozilla/5.0 (Android 8.0.0; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0
19571,CUST_02186,SESS_7723,2025-10-02 14:55:13.496952,product_view,checkout,,7,44.150.112.177,Opera/8.91.(Windows NT 10.0; bs-BA) Presto/2.9.178 Version/10.00
19572,CUST_03849,SESS_9424,2025-11-12 12:57:36.010800,page_view,products,PROD_00451,30,56.205.246.100,Opera/9.53.(X11; Linux x86_64; wo-SN) Presto/2.9.166 Version/11.00
19573,CUST_04978,SESS_2812,2025-10-02 11:06:14.698498,product_view,account,,30,64.20.240.109,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; ve-ZA) AppleWebKit/534.8.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6534.8.2"
19574,CUST_04634,SESS_8569,2025-09-30 23:58:25.813850,add_to_cart,category,PROD_00490,97,187.35.139.94,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/35.0.867.0 Safari/533.2"
19575,CUST_01751,SESS_4798,2025-11-05 13:26:57.027558,remove_from_cart,cart,,18,141.0.64.69,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/3.0)
19576,CUST_03650,SESS_3410,2025-10-21 17:00:08.519674,remove_from_cart,cart,,15,211.58.185.81,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_5 rv:2.0; tig-ER) AppleWebKit/533.36.1 (KHTML, like Gecko) Version/4.1 Safari/533.36.1"
19577,CUST_04131,SESS_7842,2025-09-12 21:32:55.500772,login,account,PROD_00316,108,105.185.211.186,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_8) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/41.0.879.0 Safari/532.1"
19578,CUST_00870,SESS_7614,2025-10-27 17:12:39.729247,remove_from_cart,products,PROD_00414,5,104.56.247.245,Opera/9.96.(X11; Linux x86_64; mr-IN) Presto/2.9.170 Version/12.00
19579,CUST_00750,SESS_8136,2025-09-29 23:53:47.088836,page_view,cart,,58,122.58.30.157,Opera/8.73.(Windows NT 6.0; brx-IN) Presto/2.9.168 Version/11.00
19580,CUST_00481,SESS_9572,2025-09-17 02:39:35.698390,logout,cart,,119,108.131.201.32,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0)
19581,,SESS_2126,2025-10-17 21:07:38.614450,add_to_cart,checkout,,2,204.36.44.52,Mozilla/5.0 (Windows NT 5.0; ckb-IQ; rv:1.9.0.20) Gecko/4359-01-29 07:01:17.584946 Firefox/3.8
19582,,SESS_1245,2025-10-05 23:15:02.067411,add_to_cart,home,PROD_00055,39,103.187.12.143,Opera/9.76.(Windows NT 5.2; kn-IN) Presto/2.9.175 Version/11.00
19583,CUST_04165,SESS_1547,2025-08-16 07:24:31.841111,logout,home,,3,3.84.215.53,Opera/9.69.(X11; Linux x86_64; tr-TR) Presto/2.9.184 Version/12.00
19584,CUST_01019,SESS_9415,2025-08-30 22:02:16.341623,product_view,home,PROD_00647,21,24.18.50.147,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/50.0.830.0 Mobile/95W264 Safari/535.0"
19585,CUST_00851,SESS_5324,2025-08-15 07:11:19.424377,remove_from_cart,category,PROD_00699,5,165.45.29.249,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_5; rv:1.9.5.20) Gecko/7095-02-15 08:16:58.030029 Firefox/3.6.19
19586,CUST_02285,SESS_8299,2025-09-29 15:51:49.387944,login,category,PROD_00206,-1,2.29.79.5,Opera/9.62.(Windows NT 6.2; bg-BG) Presto/2.9.163 Version/10.00
19587,CUST_04394,SESS_2612,2025-09-10 22:09:57.596163,purchase,home,PROD_00876,44,19.226.187.201,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1)
19588,CUST_04784,SESS_2085,2025-11-12 15:38:04.734649,login,cart,PROD_00198,21,157.204.223.53,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.1)
19589,CUST_04533,SESS_4569,2025-09-18 15:58:00.565573,product_view,account,,67,118.246.45.67,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/17.0.826.0 Safari/533.1"
19590,CUST_04459,SESS_2014,2025-11-12 05:58:56.791681,purchase,home,,45,195.46.150.49,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; lo-LA) AppleWebKit/531.46.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.46.1"
19591,CUST_00171,SESS_2767,2025-09-27 03:35:50.890967,page_view,cart,PROD_00452,16,10.218.212.138,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8265-05-26 05:57:48.197815 Firefox/6.0
19592,CUST_03686,SESS_4768,2025-11-01 15:08:02.623402,remove_from_cart,product_detail,PROD_00218,33,159.42.114.203,Mozilla/5.0 (Android 7.1; Mobile; rv:41.0) Gecko/41.0 Firefox/41.0
19593,CUST_03173,SESS_2232,2025-11-01 12:37:34.075208,remove_from_cart,checkout,,2,131.167.96.4,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6844-07-18 14:53:14.437866 Firefox/8.0
19594,CUST_01994,SESS_1423,2025-10-25 23:21:39.640813,remove_from_cart,checkout,,144,50.112.106.207,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0)
19595,CUST_03895,SESS_4090,2025-09-13 13:06:13.728766,purchase,product_detail,,31,150.54.163.43,Opera/8.32.(X11; Linux i686; ur-PK) Presto/2.9.178 Version/10.00
19596,CUST_04299,SESS_9620,2025-10-16 16:45:23.938238,search,cart,,1,170.34.64.40,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/56.0.851.0 Safari/535.2"
19597,CUST_02289,SESS_4852,2025-09-26 19:17:18.657152,remove_from_cart,products,PROD_00272,11,12.76.49.70,Opera/8.45.(Windows NT 6.1; the-NP) Presto/2.9.167 Version/10.00
19598,CUST_00092,SESS_1037,2025-10-04 07:11:11.418967,product_view,checkout,PROD_00785,1,87.243.209.240,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.0)
19599,CUST_03674,SESS_6162,2025-09-28 15:21:10.843235,logout,cart,,59,217.12.186.40,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/532.27.4 (KHTML, like Gecko) Version/5.0 Safari/532.27.4"
19600,CUST_02401,SESS_1633,2025-09-06 12:01:06.277782,page_view,category,PROD_00727,81,182.58.114.118,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_8 rv:3.0; nan-TW) AppleWebKit/534.50.3 (KHTML, like Gecko) Version/4.0 Safari/534.50.3"
19601,CUST_00496,SESS_7759,2025-09-13 07:43:22.606945,product_view,product_detail,PROD_00997,16,64.166.53.162,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3; rv:1.9.3.20) Gecko/3030-01-14 05:41:38.459549 Firefox/3.6.1
19602,CUST_00036,SESS_7468,2025-09-07 10:27:47.767108,search,category,PROD_00041,15,102.87.13.133,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/14.0.808.0 Safari/535.0"
19603,CUST_03076,SESS_8055,2025-10-03 16:02:35.197336,search,checkout,,31,213.122.210.21,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/4423-06-07 20:30:16.646744 Firefox/3.8
19604,CUST_00299,SESS_2163,2025-08-19 09:05:11.967091,remove_from_cart,home,,44,129.39.55.214,Mozilla/5.0 (Windows NT 5.01; or-IN; rv:1.9.0.20) Gecko/5634-12-12 10:09:14.491196 Firefox/3.8
19605,CUST_02683,SESS_1953,2025-09-16 01:46:35.097946,search,cart,,34,169.188.233.186,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0)
19606,CUST_00823,SESS_9455,2025-08-20 00:46:27.859107,remove_from_cart,category,PROD_00301,8,74.5.111.88,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/55.0.837.0 Safari/533.1"
19607,CUST_01357,SESS_6543,2025-10-25 11:22:57.305994,add_to_cart,cart,,1,120.204.76.43,Mozilla/5.0 (Windows 98; lt-LT; rv:1.9.0.20) Gecko/4493-03-04 22:15:28.574738 Firefox/5.0
19608,CUST_04370,SESS_4107,2025-10-13 00:04:19.793184,add_to_cart,checkout,,35,14.249.34.11,Opera/9.83.(X11; Linux x86_64; tcy-IN) Presto/2.9.176 Version/11.00
19609,CUST_04844,SESS_4299,2025-08-29 21:25:58.675641,logout,account,PROD_00771,11,195.217.56.182,Opera/9.59.(X11; Linux x86_64; as-IN) Presto/2.9.178 Version/10.00
19610,CUST_01064,SESS_5715,2025-10-10 15:26:30.138260,purchase,product_detail,,14,179.162.163.101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/44.0.808.0 Safari/535.0"
19611,CUST_00804,SESS_8902,2025-09-21 16:34:00.568813,add_to_cart,products,,65,100.180.81.142,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/31.0.888.0 Mobile/29U969 Safari/531.1"
19612,CUST_01790,SESS_5798,2025-10-18 02:25:10.092144,purchase,account,,115,202.145.238.159,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7; rv:1.9.6.20) Gecko/7752-11-10 10:44:32.816711 Firefox/3.8
19613,CUST_02599,SESS_3384,2025-08-16 04:13:36.869876,add_to_cart,cart,,19,4.154.159.207,Opera/9.52.(Windows NT 5.1; zh-SG) Presto/2.9.163 Version/12.00
19614,CUST_01511,SESS_8576,2025-10-12 18:08:06.766948,page_view,products,,8,26.142.33.85,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0)
19615,CUST_01924,SESS_3057,2025-10-21 02:37:57.403351,purchase,account,,58,31.230.192.119,"Mozilla/5.0 (Linux; Android 6.0.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/39.0.808.0 Safari/533.1"
19616,CUST_04565,SESS_9979,2025-08-25 18:45:33.537417,product_view,home,,25,156.65.42.112,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0)
19617,,SESS_7849,2025-10-27 19:11:42.345645,logout,account,,7,118.47.240.192,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.48.1 (KHTML, like Gecko) Version/5.0 Safari/534.48.1"
19618,CUST_01957,SESS_8545,2025-08-19 23:43:02.007790,search,checkout,PROD_00166,52,33.19.235.166,Opera/8.34.(Windows NT 6.2; ca-ES) Presto/2.9.186 Version/10.00
19619,CUST_02003,SESS_5082,2025-08-22 13:36:20.921647,search,cart,,14,209.59.228.166,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/31.0.821.0 Safari/534.1"
19620,CUST_04941,SESS_3321,2025-09-20 02:31:07.343887,page_view,account,PROD_00298,5,4.248.18.54,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/48.0.882.0 Safari/534.2"
19621,CUST_02433,SESS_4802,2025-08-24 17:46:16.635219,add_to_cart,account,PROD_00006,6,135.48.13.116,Opera/9.19.(Windows CE; hu-HU) Presto/2.9.164 Version/10.00
19622,CUST_01249,SESS_7841,2025-08-23 11:45:51.037492,add_to_cart,category,,23,210.41.52.18,Mozilla/5.0 (Windows NT 6.1; te-IN; rv:1.9.2.20) Gecko/2066-02-25 10:35:33.179070 Firefox/3.6.9
19623,CUST_00428,SESS_1096,2025-08-18 06:27:32.384170,search,account,,33,82.227.66.27,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.0)
19624,CUST_02116,SESS_1536,2025-08-28 01:01:17.765792,login,product_detail,,23,178.97.196.248,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_1; rv:1.9.3.20) Gecko/5318-12-07 07:36:10.770782 Firefox/3.6.4
19625,CUST_03338,SESS_6764,2025-08-29 19:02:58.501010,purchase,category,PROD_00966,1,104.156.100.59,Opera/8.68.(X11; Linux x86_64; bo-IN) Presto/2.9.174 Version/11.00
19626,CUST_01369,SESS_2831,2025-09-02 17:57:45.951658,page_view,products,,2,134.144.148.195,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.0)
19627,CUST_04406,SESS_1871,2025-11-12 15:22:41.120389,remove_from_cart,account,PROD_00398,179,130.220.189.218,Opera/9.10.(Windows NT 4.0; mn-MN) Presto/2.9.172 Version/10.00
19628,CUST_01748,SESS_2382,2025-09-22 10:41:20.033969,search,account,,47,131.19.50.1,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/38.0.889.0 Safari/532.1"
19629,CUST_04451,SESS_5918,2025-09-12 22:46:09.832616,search,product_detail,,9,138.80.251.200,Opera/8.14.(Windows NT 11.0; lo-LA) Presto/2.9.160 Version/12.00
19630,CUST_04441,SESS_4775,2025-09-14 21:33:07.739305,login,product_detail,,1,221.19.20.30,"Mozilla/5.0 (iPad; CPU iPad OS 4_3_5 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/12.4d4031.0 Mobile/76S610 Safari/535.2"
19631,CUST_01899,SESS_5343,2025-10-30 01:09:38.397272,add_to_cart,products,PROD_00275,5,53.84.3.231,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6181-03-24 21:31:26.931305 Firefox/10.0
19632,,SESS_8217,2025-09-17 08:35:29.955836,page_view,cart,PROD_00576,53,94.237.216.40,Opera/9.41.(X11; Linux x86_64; sr-RS) Presto/2.9.170 Version/12.00
19633,CUST_01133,SESS_1816,2025-11-04 20:42:36.593481,page_view,products,,15,51.87.236.171,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4 rv:4.0; ku-TR) AppleWebKit/532.5.4 (KHTML, like Gecko) Version/4.0.4 Safari/532.5.4"
19634,CUST_04905,SESS_6698,2025-09-15 03:01:53.211738,purchase,home,,33,77.183.40.51,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/33.0.809.0 Safari/533.2"
19635,CUST_03804,SESS_7319,2025-08-25 07:23:42.334928,logout,account,PROD_00784,21,79.165.165.225,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1)
19636,CUST_01431,SESS_3025,2025-10-26 18:29:26.569319,logout,home,,46,86.51.136.97,Mozilla/5.0 (Android 11; Mobile; rv:59.0) Gecko/59.0 Firefox/59.0
19637,CUST_03738,SESS_4158,2025-09-30 15:50:19.437897,page_view,product_detail,PROD_00111,1,40.189.92.231,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/31.0.839.0 Safari/536.2"
19638,CUST_01776,SESS_6464,2025-09-26 04:39:08.450449,login,category,,8,111.181.89.69,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3; rv:1.9.6.20) Gecko/5020-06-21 22:05:07.765442 Firefox/11.0
