product_id,product_name,main_category,subcategory,brand,cost_price,selling_price,profit_margin,weight_kg,dimensions,stock_quantity,supplier,rating,description,is_active
PROD_00170,Reduced uniform productivity,Electronics,Tablets,Johnson Ltd,17.96,51.05,33.09,5.62,43x14x13,18,Griffin LLC,3.8,"Fill travel lead hot leader. Against eight mouth information performance scientist either.
Approach I open seven white account. Upon beautiful white daughter listen myself throw.",True
PROD_00171,Progressive object-oriented success,Home & Kitchen,Lighting,"Barber, Wilson and Gay",265.16,407.97,142.81,6.92,31x17x39,58,Woods-Barber,4.8,"Fill figure attention six hear. Myself movie television style six center none. Three throughout special produce maintain imagine.
Notice must authority. Item address book run.",True
PROD_00172,Horizontal contextually-based extranet,Sports,Team Sports,Wilson Group,405.37,1015.51,610.14,8.32,45x27x41,30,Moses LLC,4.6,"Prepare media second occur. Claim beyond parent simply understand able then.
Deep word dream similar during share nothing. Woman scientist far.",True
PROD_00173,Managed national hub,Fashion,Watches,Lewis Inc,343.26,916.45,573.19,7.56,24x6x8,38,"Stewart, Bauer and Bradley",4.9,"True sell myself base term bill. Star difference worry.
Out north those important PM least yes. Site bed child discover full early. Choose debate trouble west person management.",True
PROD_00174,Enhanced holistic frame,Home & Kitchen,Lighting,Rosales-Monroe,167.75,236.95,69.2,6.95,17x15x29,-50,Stevens-Downs,3.5,"Class throughout might agree single skill source. Avoid old take really happy.
Toward fund list during. Ball choose history many.",True
PROD_00175,Re-contextualized mission-critical hub,Beauty,Makeup,Smith LLC,38.53,56.79,18.26,6.95,49x34x27,31,Anderson-Salazar,4.4,Too student child organization century sort. Director argue live partner.,True
PROD_00176,De-engineered grid-enabled open system,Sports,Team Sports,"Castaneda, Campbell and Arnold",30.51,59.92,29.41,-1.0,35x20x8,106,Miller Group,,"Itself class buy knowledge fast market. Music age ahead most. Over build if best meeting peace time.
Nothing marriage modern policy nearly develop view. Learn important note.",True
PROD_00177,Switchable maximized emulation,Fashion,Shoes,Drake Inc,45.34,111.82,66.48,1.33,19x14x39,84,Flores-Mitchell,4.8,"Property wait sit enter tough wrong.
Develop turn note. Military fine outside manager. Agent shoulder tree religious next skin but. Until executive way worry little remember.",True
PROD_00178,Decentralized asynchronous interface,Books,Educational,Nguyen PLC,442.9,718.65,275.75,0.49,39x20x12,90,"Wong, Curtis and Cain",4.6,"Give measure wait church political. Direction forget bad improve.
Area wear experience face. Decision skill since action spend. Somebody write especially sense.",True
PROD_00179,Exclusive explicit flexibility,Fashion,Shoes,,427.91,1096.83,668.92,8.1,6x46x35,46,"Gentry, Nguyen and Chavez",4.8,"Sort only Republican indicate lot up situation. Where wish itself part who.
Magazine news soon old find national. Travel cut our. Those American quality fast their recently.",True
PROD_00180,Seamless multi-tasking productivity,Home & Kitchen,Home Decor,"Jacobs, Banks and Mcintosh",184.83,495.59,310.76,7.38,30x43x47,14,"Williams, Taylor and Davis",4.4,"Cell up step. Country hour ball life. Model trouble like woman consider a.
Soldier place fact music great speak beyond. Right physical last do mention vote. North might she media.",True
PROD_00181,Front-line clear-thinking matrix,Home & Kitchen,Kitchen Appliances,"Bell, Warren and Chandler",335.03,510.91,175.88,2.8,10x49x30,58,Barton PLC,4.1,"Per letter fill. Try recent above medical note physical arrive leave. Truth thing outside bed pick see network student.
Consumer student everybody let main than. Address consider billion billion.",True
PROD_00182,Business-focused optimizing budgetary management,Home & Kitchen,Lighting,Hughes PLC,19.27,34.85,15.58,0.94,36x35x18,88,Sparks-Morgan,3.3,Design support usually what agent nearly. Media life rich research yourself including. Spend hair by feeling within win. Perhaps reason point win business party plant.,True
PROD_00183,Function-based incremental Graphical User Interface,Beauty,Makeup,"Barron, Wagner and Robinson",407.7,686.08,278.38,3.65,9x19x10,93,Davis LLC,3.8,"Production agree perform likely consumer along I. Move unit prove fast outside very face. Step body condition however factor.
World stand job two very message night. Impact push mind protect.",True
PROD_00184,Universal 24hour encryption,Electronics,Tablets,Berry-Jones,393.67,1134.22,740.55,4.07,22x36x41,-50,Gould Inc,,"Account difficult mean now. Improve kind building I. Back activity serve experience.
Method western keep face organization. Sit power operation at.",True
PROD_00185,Vision-oriented fault-tolerant initiative,Home & Kitchen,Kitchen Appliances,"Love, Williams and Avila",149.14,393.25,244.11,1.59,38x8x26,34,Hampton-King,4.7,A point experience actually necessary eat same hope. Avoid style case American. Something final beyond cause action end.,True
PROD_00186,Front-line fresh-thinking moratorium,Home & Kitchen,Kitchen Appliances,"Green, Cooper and Hawkins",454.18,944.07,489.89,4.52,11x14x35,68,Collins Inc,3.5,And mouth live nothing money color air. Senior movie could half. Present believe rate space should area street.,True
PROD_00187,Cross-group explicit contingency,Beauty,Fragrances,Moreno-Washington,456.6,791.2,334.6,0.91,15x47x28,19,Turner Inc,4.2,"Glass yard eight population kid sense. Concern explain always cause dream. Suddenly go so catch.
Room chair feel. Guy manager sometimes each. Here tell stage agency need action.",True
PROD_00188,Re-engineered systemic middleware,Home & Kitchen,Home Decor,Mills-Mueller,228.35,452.87,224.52,3.65,34x27x26,72,Rollins-Castillo,4.4,Letter popular modern defense hair stage. People under individual others us green.,True
PROD_00189,Secured local algorithm,Electronics,Headphones,"Ryan, Bowers and Day",367.25,518.16,150.91,0.79,26x22x15,59,"Johnson, Russell and Blackburn",3.3,"Whose if while hospital interview Republican building.
American back imagine ground audience. Rather throughout go often likely forward.",True
PROD_00190,Optional discrete strategy,Fashion,Accessories,Robertson Group,299.3,720.17,420.87,885.0,46x25x8,50,"Perez, Robinson and Perez",4.3,Ok behind sense lawyer also character important hear. Other sense benefit case. Arm write fast left.,True
PROD_00191,Automated intangible capacity,Electronics,Smartphones,Gibson-Garrison,371.6,594.7,223.1,6.37,20x19x26,25,"Greene, Kelley and Hart",4.2,"Order that hold dream. Heart these study happy.
Statement main I pick. Notice attention note sit run energy tell own.",True
PROD_00192,Digitized user-facing firmware,Electronics,Cameras,"Jones, Mcdaniel and Hughes",240.8,510.86,270.06,2.62,9x12x44,49,"Lopez, Hess and Perry",3.1,Candidate particular training government image similar coach. Trial parent amount travel kitchen statement skill technology.,True
PROD_00193,Versatile fault-tolerant budgetary management,Beauty,Hair Care,,84.59,162.27,77.68,0.96,48x35x18,63,Allison-Gentry,4.4,Thousand where interesting control. Responsibility money class site defense remain take. Hour as when all.,True
PROD_00194,Front-line empowering website,Electronics,Laptops,Santiago-Sanchez,444.37,699.23,254.86,9.94,24x12x49,52,Leon-Diaz,,"Support a challenge time. Try down challenge plan.
Likely world defense trip option long. However mention cell strong nation glass card.",True
PROD_00195,Secured system-worthy Internet solution,Home & Kitchen,Home Decor,"Torres, Simmons and Tapia",57.64,162.57,104.93,0.34,48x45x43,94,Ramos LLC,3.3,Industry themselves sell finally. Respond let give set ever. Remember any positive care.,True
PROD_00196,Quality-focused uniform encryption,Books,Non-Fiction,Hinton LLC,46.91,77.01,30.1,4.55,19x44x12,51,"Smith, Ramos and Williams",3.6,Face why performance. Accept degree instead product matter drug. Day right training practice throw data.,True
PROD_00197,Realigned web-enabled emulation,Beauty,Hair Care,Jones-Shelton,109.08,203.18,94.1,2.08,11x18x6,43,"Johnson, Wyatt and Young",4.6,"Test attack discover energy four yourself many. Study design theory policy concern purpose.
Feeling claim yet economy spend. Someone clear shoulder put trip.",True
PROD_00198,Function-based directional core,Fashion,Watches,Brown and Sons,212.91,539.41,326.5,4.59,24x7x10,2,Burton Inc,3.0,"Child cover assume director east add. Fill rest everything bill. Many control dark practice.
Only result have hard series black war spring. Success society industry newspaper.",True
PROD_00199,Cross-group static definition,Fashion,Watches,,420.94,1139.88,718.94,7.73,32x39x37,79,Harris Inc,4.7,"Myself happen put husband challenge between field. Career local personal box simple deep agree method. Officer figure itself he for card.
Might wonder democratic whom environment.",True
PROD_00200,Quality-focused coherent success,Sports,Fitness Equipment,,442.73,794.8,352.07,6.73,40x16x40,42,"Williams, Ramsey and Baker",5.0,"True number traditional indeed. Food trouble management some dog fill together herself.
Miss born mention once seat. Different fine lawyer point data. Word send cup over also identify.",True
PROD_00201,Optimized systematic matrix,Beauty,Makeup,Bolton Ltd,84.7,222.93,138.23,6.15,45x24x35,62,Allen and Sons,4.8,"Claim candidate alone mission hour cover may. Religious between whether go treat become.
Member finish born physical court. Help test use man her pay range. Region kitchen blue available show.",True
PROD_00202,Compatible disintermediate leverage,Home & Kitchen,Kitchen Appliances,Evans PLC,66.02,158.91,92.89,5.88,40x44x18,27,"Davis, Austin and Thomas",3.8,Me one available I treatment who college think. Project up too yourself analysis newspaper. Race peace kitchen sort.,True
PROD_00203,Devolved multi-state support,Sports,Team Sports,May Group,150.25,227.01,76.76,7.17,41x46x16,73,Love-Reynolds,3.8,Consumer through fear allow. End type bill idea. Item woman choice before admit often. Prepare everybody those here home on pass however.,True
PROD_00204,Polarized static artificial intelligence,Home & Kitchen,Kitchen Appliances,Castro-Cummings,182.89,291.73,108.84,3.07,34x17x26,31,Walker-Vang,3.6,These activity measure statement always. Short history serious throw. Natural people plant argue.,True
PROD_00205,Profit-focused client-driven model,Home & Kitchen,Furniture,"russell, lewis and smith",341.98,1018.11,676.13,9.24,42x32x37,84,Villanueva Group,4.7,Leg issue college catch chair. Receive interest finish region although machine among usually. Several do guess likely yourself its collection drug.,True
PROD_00206,Balanced even-keeled algorithm,Home & Kitchen,Lighting,"Goodman, Ryan and Garcia",454.06,556.32,102.26,0.43,45x12x47,91,Douglas-Molina,,"Cup back interesting itself. Evening their continue for space fire social. As should firm guess just.
Take employee seem computer place. Ever game member ability herself field.",True
PROD_00207,Networked interactive benchmark,Electronics,Tablets,"Garcia, Thompson and Abbott",155.04,307.26,152.22,5.91,18x47x21,68,"Graham, Ortiz and Bridges",4.0,"Someone employee save successful. Police think magazine. Behavior them protect single.
Dream home let city do cup difference. City quickly space then truth model mouth explain.",True
PROD_00208,Re-engineered non-volatile pricing structure,Fashion,Accessories,Moss-Fox,161.86,350.57,188.71,7.7,46x39x13,37,"Rodriguez, Hernandez and Cervantes",3.1,"Significant hospital front avoid record. Also down magazine east leave.
Scientist ball tell must Congress. Fear morning serious. Rate sort development easy.",True
PROD_00209,Fully-configurable intangible forecast,Electronics,Headphones,Franco-Johnson,15.29,22.87,7.58,4.24,34x26x10,63,"Love, Ford and Stevens",3.6,Image establish election enough never reality. Pass participant maybe miss argue of term.,True
PROD_00210,Visionary analyzing structure,Home & Kitchen,Furniture,"Brown, Snyder and Lyons",410.8,941.11,530.31,8.89,7x25x7,28,"Giles, Stewart and Pruitt",4.8,Mouth crime radio around realize. Skill necessary probably Mrs agent debate. Project impact discussion necessary these attention along.,False
PROD_00211,Ergonomic reciprocal matrices,Books,Non-Fiction,Martin-Vega,436.28,774.83,338.55,1.14,12x22x48,33,"Alvarez, Sanchez and Miller",3.5,"Follow adult drug weight. Finally record throw late hand data some.
Argue believe building public for. Seven value if bed knowledge age popular.",True
PROD_00212,Mandatory exuding open system,Fashion,Accessories,"Rogers, Douglas and Flores",15.95,27.38,11.43,6.64,10x29x8,51,"Hughes, Ball and Richards",4.3,"Enter new range capital wife. Despite training light toward teach end right read.
Culture contain now. State amount girl give. Give street organization third blood by stand alone.",True
PROD_00213,Enhanced empowering implementation,Books,Children Books,Carr-Brown,59.93,128.21,68.28,-1.0,42x12x5,6,Ritter Inc,3.9,"Region commercial region article. Many art class late south page.
Sit popular actually decision laugh easy. Me figure mission when. Shoulder save kitchen author.",True
PROD_00214,Open-architected encompassing paradigm,Electronics,Cameras,Perez and Sons,6.31,11.17,4.86,0.96,41x15x22,41,Parsons Group,,"Grow customer school Mrs practice. Main water floor maybe threat.
Ever anything it science least quite. Interest three executive within eat maintain create.",False
PROD_00215,User-friendly background system engine,Beauty,Fragrances,Flores-Hamilton,392.53,1170.91,778.38,9.55,37x43x32,45,Lamb-Merritt,4.3,"Analysis contain remain billion painting artist. Tv especially fact factor method certainly.
Leave edge rock stage official drive white. Gun capital exactly system subject edge low.",True
PROD_00216,Streamlined zero administration parallelism,Beauty,Hair Care,Smith-Buck,254.95,603.94,348.99,1.96,46x20x43,44,Baird LLC,,Pattern fund ready idea scene tell role. Pattern body source firm want your painting. Unit word various alone no simply almost.,True
PROD_00217,Stand-alone client-server core,Home & Kitchen,Home Decor,Williams Group,376.92,484.43,107.51,7.84,14x12x13,17,"Rodriguez, Wilkerson and Bennett",4.3,"Present benefit experience question mention church.
Act involve per record. Significant skin example ten plant will out.
Thank husband economy lose Congress although fish. Term whom big find.",True
PROD_00218,Quality-focused real-time protocol,Books,Children Books,"Thornton, Wagner and Burch",373.11,842.09,468.98,4.77,46x11x25,50,Hunt Ltd,4.1,"The machine decide bank. Yes lawyer push smile option focus church. What low push pattern themselves.
Yes price option condition possible. Feeling street born.",True
PROD_00219,Automated composite middleware,Beauty,Fragrances,Jones Group,211.31,513.81,302.5,3.47,9x46x25,80,Maynard-Craig,3.5,"Chair seven realize people.
Appear store consider interview spring last. True scene heavy collection follow one each.
Drug anyone none among. Natural agreement year kitchen organization my.",True
PROD_00220,Triple-buffered tangible leverage,Home & Kitchen,Kitchen Appliances,"Murphy, Levy and Vazquez",201.6,338.21,136.61,3.41,24x37x10,66,"Bowers, Key and Stone",3.5,"Simple military size another western wish. Anything citizen seat each.
Though on market happen win. Father again wonder affect exist. Enter visit feeling rule option serve point difficult.",True
PROD_00221,Upgradable background benchmark,Sports,Outdoor Gear,Dennis-Cortez,78.74,203.79,125.05,5.22,34x43x39,92,Johnson and Sons,4.6,Safe they few number officer. Quickly industry message head energy evidence middle it. Story particularly reduce send season action.,True
PROD_00222,Robust tertiary migration,Beauty,Skincare,Landry-Meyers,301.15,363.99,62.84,2.08,33x17x12,81,Sanchez-Banks,,"Group fear at minute nearly skin eye. Card vote building so ability physical allow.
Argue save letter.
Near at evening. Together growth door these.",True
PROD_00223,Reactive directional adapter,Books,Children Books,"Hernandez, Sanchez and Williams",331.88,764.74,432.86,7.46,12x7x33,20,"Robinson, Wood and Wong",3.6,"Training enter past best occur we. Factor travel support fact.
Would learn ready view everyone case voice. National establish especially.",True
PROD_00224,Fundamental value-added hierarchy,Fashion,Accessories,"Allison, Jones and Cruz",273.34,641.76,368.42,3.29,46x32x17,0,Burnett-Keith,4.0,Machine mother air field. Note pass free capital discover. Special close main argue almost I. Food future lawyer tell ground.,True
PROD_00225,Re-contextualized global capability,Home & Kitchen,Lighting,,234.64,406.79,172.15,8.88,21x34x28,38,Barton and Sons,4.4,Finish material window authority save forward land. Sometimes produce election today even grow program.,True
PROD_00226,Face-to-face systemic productivity,Fashion,Clothing,,244.58,586.84,342.26,3.87,25x31x48,9,Jones-Vasquez,4.1,"Test himself less article development game. Couple care bank matter wrong. Others either follow accept.
Important build economic major. Partner ability join black set father difficult end.",True
PROD_00227,Centralized clear-thinking hub,Electronics,Laptops,Shea-Martin,369.57,813.79,444.22,-1.0,6x44x22,50,"Vincent, Mcbride and Lucas",5.0,Become floor politics discussion find budget discover build. Product fish one say. Skin light at parent.,True
PROD_00228,Cross-group tertiary focus group,Home & Kitchen,Kitchen Appliances,Rodriguez Inc,382.29,709.94,327.65,8.64,6x49x5,26,"Taylor, Buckley and Hill",3.2,Resource television soon behavior.,False
PROD_00229,Distributed systemic portal,Home & Kitchen,Kitchen Appliances,"Sullivan, Malone and Davis",135.48,194.54,59.06,8.97,42x43x5,30,Johnson-Rodriguez,3.2,"Record shake apply well. Sister president experience human TV. Cause need phone executive.
Concern whatever expect after. A assume design thus owner.",True
PROD_00230,Robust clear-thinking middleware,Books,Children Books,Wall-Pena,387.5,996.85,609.35,4.41,38x24x34,47,Fox Inc,3.5,"Fire themselves team loss clearly trouble often. Maybe best occur break keep if rate.
Trip perform policy always put subject begin. Final oil course there rich simple may body.",True
PROD_00231,Universal real-time protocol,Home & Kitchen,Kitchen Appliances,Gaines-Johnson,32.58,84.96,52.38,3.1,48x29x22,16,Payne-Jones,4.1,"Too understand street general her indeed be owner.
Player fast head politics rest industry. Book throughout look but language bad better. Difficult rather pull him.",True
PROD_00232,Integrated impactful definition,Home & Kitchen,Home Decor,Brown-Chambers,450.29,677.77,227.48,7.39,48x35x34,66,Vaughn-Padilla,3.1,"Southern mother way yes. More audience gun.
Door or collection bit contain. Develop pay view participant appear. Want eight may want anything somebody a.",True
PROD_00233,Organic hybrid process improvement,Electronics,Headphones,Wu-Brock,155.87,281.86,125.99,5.94,48x38x10,105,Hunt-Fisher,3.7,"Same edge oil social very. Mother trip trial direction. Under spring Democrat answer.
All garden record leader else before fear. Ahead democratic certainly.",True
PROD_00234,Optimized bottom-line installation,Electronics,Cameras,Adkins-Brown,12.17,16.61,4.44,4.4,7x14x15,0,Vaughan-Sims,4.5,"Scene look religious step. Tell staff rest.
Short even professional notice still mother imagine. Somebody cut understand read tree make. Over development that almost board plan.",True
PROD_00235,Persistent 5thgeneration budgetary management,Fashion,Accessories,"Nunez, Hamilton and Dominguez",479.53,899.25,419.72,5.16,11x17x39,37,Weeks PLC,3.1,Authority mission specific now article specific. After material staff field painting way. Candidate move effect follow amount one.,True
PROD_00236,Reverse-engineered optimizing throughput,Home & Kitchen,Lighting,Taylor LLC,144.18,272.98,128.8,5.3,13x48x29,72,Perez LLC,4.4,"Area natural property arm forward project. Player economy another culture make time.
Lead everyone identify manager there challenge management. Five similar base son laugh.",True
PROD_00237,Synergized didactic monitoring,Fashion,Shoes,"Robinson, Sims and Chase",489.7,900.39,410.69,3.02,10x47x27,47,Fuller PLC,3.4,"Size first pressure argue interesting create. Many team near they number pull well. Movement there development radio.
Style night today. Fill great assume large style own.",True
PROD_00238,Multi-channeled needs-based throughput,Books,Non-Fiction,,88.91,215.49,126.58,-1.0,18x31x42,38,Nguyen Ltd,4.8,"Relate look positive present. Fill establish young most room.
Energy company research.
Author place management college according rule until. Anyone outside ask. Item represent nearly main outside.",True
PROD_00239,Vision-oriented scalable Graphical User Interface,Beauty,Hair Care,"Willis, Turner and Gallegos",208.03,314.15,106.12,6.14,9x17x35,64,Carlson Ltd,4.8,"Current fish cut staff eight themselves. Attack whom parent gun Mr determine.
Happen down nature. Type late but goal response say child question.
Tough last soon open. Fight red decision scene soon.",True
PROD_00240,Enterprise-wide 3rdgeneration utilization,Fashion,Accessories,Cook-Bryant,423.12,888.49,465.37,727.0,26x39x7,14,"Martin, Sanchez and Gould",3.4,Employee participant mission before. Become painting significant often only summer media. Professional particular yard read region.,True
PROD_00241,Cross-group web-enabled strategy,Fashion,Clothing,Mathis-Jacobs,240.17,450.47,210.3,3.61,15x47x8,53,Anderson PLC,4.7,"Back base good feeling. Size cup push event. Thing property technology now training age reduce.
Away general age some happen. Event fly figure capital action beyond sometimes. Price occur arm look.",True
PROD_00242,Monitored global productivity,Sports,Fitness Equipment,"Anderson, Wright and Perez",66.44,198.68,132.24,4.53,21x6x46,40,Huynh-Nielsen,4.9,"Officer above thing career. Before science watch his then herself structure.
Feel the all over mission. View season state group. Memory among subject race discover.",True
PROD_00243,Public-key full-range leverage,Sports,Fitness Equipment,Kim Group,38.03,96.18,58.15,8.51,20x14x14,59,Brooks Inc,3.9,"News change few piece. Because short impact these.
Coach prove financial check any society individual page. Partner worry box dream. May class so material upon.",True
PROD_00244,Customizable mission-critical emulation,FASHION,Clothing,"Allen, Butler and Ellis",379.25,634.63,255.38,3.43,16x14x31,35,"Klein, Douglas and Bradford",,"Say necessary myself left prove along occur. Relate risk usually significant.
Personal history hope friend down husband result. Begin president you.",True
PROD_00245,Devolved tertiary capability,Fashion,Clothing,York Inc,168.02,374.07,206.05,3.97,39x36x46,37,Thompson Ltd,3.6,Ground any work condition bank wrong about. Education yard wife foreign raise per help.,True
PROD_00246,Diverse modular workforce,Home & Kitchen,Furniture,Kelly PLC,454.64,955.08,500.44,4.77,41x40x48,41,"Savage, Baker and Sanchez",4.7,"Reach fish various off us mention. Magazine forward second election drug.
Stand step station structure direction social. Child chance around five assume plan.",True
PROD_00247,Open-source heuristic superstructure,Home & Kitchen,Home Decor,Salas-Cannon,168.02,241.91,73.89,6.72,10x20x11,25,Hanson PLC,4.3,"Really keep poor too address then data. Because day customer Democrat support. Place guy board fact cell administration.
Myself dog low add TV. Her one thought doctor increase.",True
PROD_00248,Configurable context-sensitive time-frame,Books,Fiction,"Hunter, Jimenez and James",498.71,1379.48,880.77,9.05,8x45x44,73,Ward-Cooper,4.4,"Best subject recent executive cell close represent. Red physical more.
Prove factor professor call heart source stand. Community subject four ahead establish book general. Sign out rise.",True
PROD_00249,Versatile didactic budgetary management,Electronics,Cameras,"Dickerson, Brooks and Bradshaw",159.97,440.41,280.44,0.64,16x41x31,63,Ramirez and Sons,4.8,"Read in myself piece expert tax.
Similar per great matter hit enter. Speech trouble easy support glass. Stuff test southern prove attorney financial message money.",True
PROD_00250,Secured asymmetric attitude,Sports,Fitness Equipment,"Hull, Nichols and Martin",273.62,523.62,250.0,0.15,35x44x47,38,Hanson-Ford,3.3,"Strong respond toward study. Price option star nice.
Watch across few cause chance for specific. Project represent manager stay.
Movement right need crime. Writer far detail less.",True
PROD_00251,Ergonomic empowering throughput,Books,Educational,Sutton PLC,407.64,815.09,407.45,9.55,10x17x40,59,"Adams, Flowers and Wright",5.0,"Describe fast fast cut specific worry out. Benefit financial wear each just right.
Whole character any interesting southern more edge. Account herself he strategy these reduce.",True
PROD_00252,Digitized eco-centric orchestration,Home & Kitchen,Lighting,"Lopez, Calhoun and Costa",8.24,19.11,10.87,8.67,43x47x32,30,Brooks-Aguilar,3.2,"Address add special fight everybody. Man view box between fast. Everything join light effect.
Happen big blue. Her store kid size keep.
Natural occur social morning skin city difficult.",True
PROD_00253,Monitored mission-critical contingency,Books,Non-Fiction,Mejia Group,258.03,367.24,109.21,4.04,16x36x33,58,"Barrett, Morales and Roach",3.4,Up society enjoy. Foot nothing box despite hotel institution case. Order position Democrat. Couple business service deep knowledge manage.,True
PROD_00254,Mandatory impactful matrix,Home & Kitchen,Furniture,"Holland, Dalton and Mitchell",216.47,278.81,62.34,7.06,48x18x31,36,Hensley LLC,4.6,Month significant either they contain pull. Last fall difference deal lot success lot.,False
PROD_00255,Fully-configurable even-keeled infrastructure,Electronics,Headphones,"Vance, Brewer and Fox",428.25,809.12,380.87,9.19,33x45x8,69,"Schaefer, Clarke and Gardner",3.5,"Mean dinner hope fire though ability. Machine ten factor population become.
However laugh receive strategy. The before security realize drug. Of per human choose eye.",True
PROD_00256,Expanded bifurcated protocol,Electronics,Cameras,Fletcher-Swanson,496.94,897.71,400.77,5.2,34x23x18,0,"Henry, King and Goodwin",4.9,Policy seem here night yet arm meet. Cause black method people kind politics traditional real. Himself education political tonight.,True
PROD_00257,Optional radical concept,Electronics,Smartphones,"Bennett, Gutierrez and Elliott",425.62,1181.61,755.99,9.18,44x41x29,62,"Cooper, Francis and Allen",3.9,Add the consumer find. Avoid range season amount thousand. Customer upon compare value.,True
PROD_00258,Innovative eco-centric Graphical User Interface,Home & Kitchen,Home Decor,Williams-Wiley,65.36,128.92,63.56,1.94,6x47x5,58,Moore-Lee,4.5,Choice soldier movement available much better value. News woman life move. Week news road start case Republican. Civil above positive like house matter but.,False
PROD_00259,Re-contextualized analyzing moratorium,Home & Kitchen,Kitchen Appliances,Mills-Craig,110.27,229.18,118.91,7.74,34x37x29,32,Alexander Ltd,4.1,"Address long discover always brother finally. Travel sure mention indicate attack mouth.
Not large site set best spring. Long own green special. Event site discover after. Ten environmental though.",True
PROD_00260,Advanced background alliance,Sports,Fitness Equipment,Bryant Inc,344.38,647.38,303.0,2.89,27x7x36,51,Raymond-Hughes,5.0,Meet send gun total new bit. Great large item tonight choose and bill into. Radio itself actually.,True
PROD_00261,Optional dynamic analyzer,Fashion,Clothing,Taylor-Downs,119.13,307.63,188.5,7.79,13x47x26,36,Shelton-Sanchez,4.1,Season administration security really. Physical interesting enter such with can. Few how wall water edge year. Race yard care late good almost case.,True
PROD_00262,Right-sized fresh-thinking synergy,Fashion,Watches,Oliver-Garcia,221.87,389.4,167.53,1.62,18x23x25,66,"Holmes, Robinson and Barron",3.7,"Should but task size fly around save also. Tree artist use picture item involve age choice.
Team hear meet hope exactly administration church. Try today test student.",True
PROD_00263,Cross-group impactful Local Area Network,Sports,Team Sports,"Thompson, Carter and Buckley",349.33,665.47,316.14,5.83,45x45x44,73,Robinson-Cox,3.4,"Form popular project allow young heavy between religious. Mention nature right know.
Student involve green such include work meet.",True
PROD_00264,Compatible neutral artificial intelligence,Books,Non-Fiction,Wilson Inc,435.62,926.56,490.94,3.76,37x7x23,38,Wilson-Barr,3.2,"Fill tell catch money site build whatever. This important often.
Upon commercial beat weight little stand several chair. Tree early bed lay sell. Get attack very evening decade. Remember result act.",True
PROD_00265,Persevering heuristic ability,Sports,Outdoor Gear,Suarez Inc,52.1,67.28,15.18,4.27,12x34x47,52,Miller-Walker,3.7,"Include choice soldier administration less center community.
Read agent deal window. Point card left effect professional low.",True
PROD_00266,Optimized regional neural-net,Electronics,Cameras,,184.96,476.9,291.94,8.41,31x48x48,52,Duncan and Sons,4.1,"Enough American against every coach center front. Shoulder include stuff energy decision yard.
That though grow performance. While center protect term billion southern. Seven not brother set quite.",True
PROD_00267,Profound neutral Graphic Interface,Beauty,Hair Care,blake and sons,108.51,284.01,175.5,6.38,40x45x44,48,Lee-Davis,3.9,"Oil ahead service run food none security. Others determine wife least deep official. Likely heavy economic.
Career crime body bag. Involve positive of night themselves.",True
PROD_00268,Compatible dedicated architecture,Beauty,Fragrances,Williams-Stafford,95.57,191.73,96.16,2.19,34x10x46,7,"Silva, Walker and Reynolds",3.5,"Who maintain himself choice this he. Could forward yeah apply.
Actually sport color day.",True
PROD_00269,Visionary uniform neural-net,Books,Educational,Williams and Sons,85.44,161.88,76.44,974.0,6x11x42,69,"Li, Jones and Sanchez",,Read doctor item he. Spend nor family sense voice beat anyone. Miss region music point town. Election size service receive enter yard fish.,True
PROD_00270,Sharable maximized portal,Sports,Fitness Equipment,"garrett, carter and williams",415.65,812.08,396.43,0.17,26x20x36,75,"Fowler, Norton and Jones",3.8,Population visit hard finish value civil race. Until film hair thing. Certain compare during somebody any. Anything month south year whom since remember analysis.,True
PROD_00271,Visionary multi-state superstructure,Home & Kitchen,Furniture,"Lopez, Carpenter and Cruz",345.0,907.48,562.48,0.58,34x19x33,48,Wells Inc,4.0,"Body read meet wind none. Institution pay air able computer trial.
Model politics dream thousand under. Difficult democratic sister move theory environmental.",True
PROD_00272,Decentralized systemic support,Sports,Outdoor Gear,Burnett-Jackson,396.16,804.66,408.5,8.4,32x44x48,60,Beck-Ramirez,3.5,"Bad newspaper here special. Mean ten easy. Station federal sound least white lot. West guess theory when step population yes make.
Build stay return short worker baby. The case find technology.",True
PROD_00273,Streamlined fresh-thinking adapter,Beauty,Skincare,"Morales, Harris and Rhodes",101.25,253.98,152.73,7.22,19x16x38,36,"Reyes, Anderson and Bell",3.6,"Record democratic walk base. Various hundred voice represent itself return market nor.
While economy home them usually expert box wonder. Class fire Democrat.",True
PROD_00274,Polarized multi-state neural-net,Electronics,Cameras,Rodriguez Group,243.94,4396.0,195.66,3.87,7x24x7,54,Church-Chen,3.1,"Glass sing reveal try red. Might force majority move everyone.
May discuss garden ten sport own others.",True
PROD_00275,Up-sized actuating hardware,Electronics,Laptops,"Nelson, Smith and Alvarez",70.63,172.51,101.88,6.0,47x22x10,38,Simmons-Lopez,3.8,Present box name onto cause citizen. Factor once sell magazine never much seat. Indicate let speak language your time site.,True
PROD_00276,Stand-alone asymmetric Local Area Network,Home & Kitchen,Home Decor,Frazier-Powers,440.78,830.71,389.93,5.61,36x5x17,43,Lawrence-Love,3.4,Stand food reduce condition. Behavior including wind. Player bring size simply can.,True
